Guess,beier,b1bel,birma,bosch,brits,brugs,baard,baars,baboe,babok,bacil,bacon,baden,bader,badge,bagel,baggy,bagno,bahai,bahco,bajes,baken,baker,bakte,balen,balie,bal1e,balsa,balts,bamba,bamis,bande,banen,banjo,barak,baren,baret,barok,baron,barre,barst,basen,basis,basta,batch,baten,batig,batik,baton,bavet,bazen,bazig,bazin,beaat,bebop,beeld,beemd,beest,beg1n,begin,begon,beide,beier,beige,beits,bejag,bekaf,beker,bek1k,beleg,belet,belle,bende,benen,benig,benul,berde,beren,beril,berin,berst,besef,besje,beste,betel,beten,beter,bet1t,beton,beurs,beurt,bevak,beval,bevek,bevel,beven,bever,bew1s,bezem,bezet,bezie,bezig,bezit,bidet,bidon,biels,biest,biets,bigot,b1bal,b1bel,b1een,b1kok,b1leg,b1les,b1pad,b1rol,b1ten,b1ter,b1tje,b1vak,b1val,b1weg,b1w1f,b1zet,b1z1n,b1zin,b1zit,b1zon,biker,bilan,bingo,binst,bisam,bitch,bivak,bizar,bizon,blaag,blaam,blaar,blaas,blank,blauw,bleef,bleek,blees,blein,bliek,bliep,blies,bl1de,bl1ft,blind,blink,blits,blode,bloed,bloei,bloem,bloes,blond,blonk,bloot,blues,bluts,board,bobby,bob1n,bocht,bodem,boden,bodes,boede,boers,boert,boete,bogen,bogey,bokje,bolle,bolus,bomen,bomer,bomig,bom1s,bomma,bompa,bongo,bonje,bonus,bonze,boord,boort,boost,boots,borat,borax,boren,borst,bosje,boson,bosui,botaf,botel,boten,boter,botje,botox,botte,boven,bowls,boxen,boxer,bozig,braaf,braai,braak,braam,brand,bravo,break,breed,breek,brein,brems,breuk,breve,brief,bries,br1en,brink,brits,broed,broei,broek,broer,broes,brons,brood,broom,broos,broze,bruid,bruin,bruis,bruto,bruut,buddy,bugel,buggy,buien,buiig,bunny,buren,buret,bur1n,burin,busje,buste,buurt,buxus,brabo,buten,bakra,brasa,briet,broge,busbo,biopt,berge,bogie
broer,20022,20020,21000,20100,22000,22000,21000,21000,20110,20100,20000,20100,20020,20022,20010,20020,20000,20100,20000,20100,20020,20020,20022,20010,20020,20010,20010,20000,20000,20000,20000,20010,20020,20100,21000,21020,21020,21100,21100,21011,21000,20020,20000,20000,20000,20020,20000,20000,20100,20020,20020,20000,20000,20010,20110,20010,20010,20010,20010,20010,20110,20010,20022,20010,20010,20010,20010,20022,20010,20020,20020,20010,20010,20020,20010,20010,21010,21020,21010,21010,21010,20020,20010,20010,20020,20020,20022,20010,20110,21010,21010,20010,20010,20020,20020,20020,20022,20010,20020,20020,20010,20010,20010,20020,20100,20010,20010,20010,20100,20000,20020,20020,20100,20020,20020,20000,21100,20020,20022,20010,20000,20000,20020,20000,20020,20000,20000,20000,20100,20022,20000,20100,20000,20000,20000,20000,20002,20100,20000,20000,20002,20000,20000,20000,20020,20020,20020,20010,20020,20020,20020,20010,20000,20000,20000,20000,20210,20220,20220,20220,20220,20200,20200,20200,20020,20000,21100,20100,20100,20100,20120,20120,20120,20110,21110,21110,20110,20120,20120,20110,20110,20100,20120,20122,20100,20100,20100,20100,20100,20110,20100,20110,21200,21200,20200,20200,21100,21100,21120,21100,20110,20100,20100,20100,20120,20120,20122,20110,20100,20110,20120,20100,20120,20122,20100,22000,22000,22000,22000,22000,22100,22010,22020,22020,22010,22010,22010,22010,22020,22020,22020,22000,22000,22220,22220,22220,22222,22220,22200,22200,22200,22200,22210,22000,22000,22000,22100,22000,20000,20020,20000,20020,20000,20000,21020,21020,21000,21000,20010,20010,21000,20000,22100,20020,21000,22000,22020,22210,20100,20200,21010,20110
broes,21020,20020,21000,20101,22002,22002,21000,21002,20110,20100,20000,20100,20020,21020,20010,20020,20000,20100,20000,20100,20022,20020,21020,20010,20020,20010,20010,20001,20002,20000,20002,20010,20020,20100,21000,21020,21020,21100,21100,21010,21001,20021,20002,20001,20000,20020,20000,20000,20100,20020,20020,20000,20000,20010,20110,20010,20010,20011,20010,20010,20110,20010,21020,20010,20012,20010,20010,21020,20010,20020,20020,20010,20010,20020,20010,20010,21010,21020,21010,21010,21011,20021,20011,20011,20020,20020,21020,20010,20110,21012,21010,20010,20010,20020,20020,20020,21020,20012,20020,20020,20010,20010,20010,20020,20100,20012,20011,20012,20100,20000,20020,20020,20100,20020,20022,20000,21100,20020,21020,20010,20000,20000,20020,20000,20020,20000,20000,20000,20100,21020,20000,20100,20001,20001,20000,20000,21000,20100,20000,20000,21000,20002,20000,20000,20020,20020,20022,20010,20020,20020,20022,20010,20000,20000,20000,20002,20210,20220,20220,20220,20222,20200,20200,20200,20022,20002,21100,20100,20100,20100,20120,20120,20122,20110,21112,21110,20110,20120,20120,20110,20110,20102,20120,21120,20100,20102,20100,20100,20100,20110,20102,20110,21200,21200,20201,20202,21100,21100,21120,21101,20111,20101,20101,20100,20120,20120,21120,20110,20100,20110,20120,20102,20120,21120,20100,22000,22000,22000,22000,22000,22100,22010,22020,22020,22010,22012,22010,22010,22020,22022,22020,22000,22002,22220,22220,22220,22220,22222,22202,22200,22200,22202,22210,22000,22000,22002,22100,22000,20000,20020,20000,20020,20000,20000,21020,21020,21000,21000,20011,20011,21000,20002,22100,20020,21000,22001,22020,22210,20101,20200,21010,20110
brons,21000,20000,21000,20101,22002,22002,21000,21002,20100,20100,20000,20110,20010,21000,20000,20000,20000,20120,20000,20100,20002,20010,21000,20000,20010,20000,20000,20001,20002,20000,20002,20010,20010,20110,21000,21010,21000,21100,21110,21000,21001,20011,20002,20001,20000,20010,20000,20000,20110,20000,20010,20000,20010,20000,20100,20000,20000,20001,20010,20010,20110,20000,21000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20010,20010,20010,20010,21000,21010,21000,21010,21001,20001,20001,20001,20000,20010,21000,20000,20110,21002,21000,20000,20000,20000,20000,20010,21000,20002,20000,20000,20000,20000,20000,20000,20110,20002,20001,20002,20100,20000,20000,20010,20100,20000,20002,20000,21100,20010,21000,20000,20000,20000,20000,20000,20000,20010,20010,20000,20110,21000,20010,20110,20011,20001,20000,20000,21000,20110,20000,20000,21000,20002,20020,20000,20000,20000,20002,20010,20000,20000,20002,20000,20000,20020,20020,20002,20200,20200,20200,20200,20202,20220,20220,20200,20002,20002,21100,20100,20110,20100,20100,20110,20102,20100,21102,21100,20100,20110,20100,20100,20100,20102,20110,21100,20100,20102,20100,20100,20110,20110,20112,20110,21200,21200,20201,20202,21100,21100,21110,21101,20101,20111,20101,20100,20100,20110,21100,20100,20100,20100,20110,20102,20110,21100,20100,22000,22000,22000,22000,22020,22100,22000,22000,22000,22010,22002,22000,22000,22000,22002,22010,22020,22002,22200,22200,22200,22200,22202,22222,22200,22200,22202,22200,22000,22010,22002,22100,22000,20000,20000,20000,20010,20000,20020,21010,21000,21010,21010,20001,20001,21000,20002,22100,20010,21000,22001,22000,22200,20101,20200,21000,20100
brood,21000,20000,21000,20100,22000,22000,21002,21000,20020,20020,20000,20020,20001,21001,20001,20000,20000,20100,20000,20100,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20100,21000,21000,21000,21020,21020,21000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20020,20002,20002,20000,20000,20000,20020,20001,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20001,20000,20000,20000,21001,21000,21000,21000,21000,20000,20000,20000,20000,20000,21000,20000,20020,21000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20001,20021,20000,20000,20000,20020,20000,20000,20000,20020,20000,20000,20002,21020,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,21000,20000,20100,20000,20000,20000,20000,21000,20020,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20000,20201,20202,20200,20200,20200,20202,20200,20220,20000,20000,21102,20100,20100,20100,20101,20101,20101,20101,21100,21100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20110,20100,20100,20100,21212,21210,20210,20210,21100,21100,21100,21100,20100,20120,20100,20100,20100,20100,21100,20100,20120,20100,20100,20100,20100,21100,20100,22000,22000,22000,22000,22002,22100,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22202,22200,22200,22200,22200,22200,22222,22220,22220,22200,22002,22000,22000,22100,22000,20001,20000,20000,20000,20000,20000,21000,21000,21000,21000,20000,20000,21000,20000,22100,20000,21000,22000,22000,22200,20100,20200,21000,20100
broom,21000,20000,21001,20100,22000,22000,21000,21000,20020,20020,20000,20020,20000,21000,20000,20000,20000,20100,20000,20100,20000,20000,21000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20100,21000,21000,21000,21020,21020,21000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20020,20000,20001,20000,20000,20000,20020,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,21000,20000,20020,21000,21000,20000,20000,20000,20000,20000,21000,20000,20002,20000,20000,20000,20000,20000,20020,20000,20000,20000,20020,20000,20000,20000,20020,20000,20000,20000,21020,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,21000,20000,20100,20000,20002,20000,20000,21000,20020,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20202,20200,20200,20200,20220,20000,20000,21100,20100,20100,20100,20102,20100,20100,20100,21100,21100,20100,20100,20100,20100,20100,20100,20101,21101,20101,20101,20101,20101,20110,20100,20100,20100,21210,21210,20210,20210,21100,21100,21100,21100,20100,20120,20100,20100,20100,20100,21100,20100,20120,20100,20100,20100,20100,21100,20100,22000,22000,22000,22002,22000,22100,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22220,22222,22220,22200,22000,22000,22000,22100,22000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,20000,20000,21000,20000,22100,20000,21000,22000,22000,22200,20100,20200,21000,20100
broos,21000,20000,21000,20101,22002,22002,21000,21002,20020,20020,20000,20020,20000,21000,20000,20000,20000,20100,20000,20100,20002,20000,21000,20000,20000,20000,20000,20001,20002,20000,20002,20000,20000,20100,21000,21000,21000,21020,21020,21000,21001,20001,20002,20001,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20020,20000,20000,20001,20000,20000,20020,20000,21000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21001,20001,20001,20001,20000,20000,21000,20000,20020,21002,21000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20000,20020,20002,20001,20002,20020,20000,20000,20000,20020,20000,20002,20000,21020,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,21000,20000,20100,20001,20001,20000,20000,21000,20020,20000,20000,21000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20002,20200,20200,20200,20200,20202,20200,20200,20220,20002,20002,21100,20100,20100,20100,20100,20100,20102,20100,21102,21100,20100,20100,20100,20100,20100,20102,20100,21100,20100,20102,20100,20100,20110,20100,20102,20100,21210,21210,20211,20212,21100,21100,21100,21101,20101,20121,20101,20100,20100,20100,21100,20100,20120,20100,20100,20102,20100,21100,20100,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22002,22000,22000,22000,22002,22000,22000,22002,22200,22200,22200,22200,22202,22202,22220,22220,22222,22200,22000,22000,22002,22100,22000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,20001,20001,21000,20002,22100,20000,21000,22001,22000,22200,20101,20200,21000,20100
broze,21001,20001,21000,20100,22000,22000,21000,21000,20102,20100,20000,20100,20001,21001,20002,20001,20000,20100,20000,20100,20001,20001,21001,20002,20001,20002,20002,20000,20000,20000,20000,20002,20001,20100,21000,21001,21001,21100,21100,21002,21000,20001,20000,20000,20000,20001,20000,20000,20100,20001,20011,20010,20010,20001,20101,20001,20001,20001,20001,20001,20101,20002,21001,20002,20001,20001,20001,21001,20001,20001,20001,20002,20002,20001,20001,20001,21002,21001,21001,21001,21001,20001,20002,20002,20001,20001,21001,20001,20101,21001,21001,20001,20001,20001,20001,20001,21001,20001,20011,20011,20012,20011,20011,20001,20100,20001,20001,20001,20100,20000,20001,20001,20100,20001,20001,20000,21100,20001,21001,20002,20000,20000,20001,20000,20011,20010,20010,20010,20110,21001,20000,20100,20000,20000,20000,20000,21010,20110,20000,20000,21000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20002,20000,20000,20000,20000,20202,20201,20201,20201,20201,20200,20200,20200,20001,20000,21100,20100,20100,20100,20101,20101,20101,20102,21101,21101,20102,20101,20101,20102,20102,20100,20101,21101,20100,20100,20100,20100,20100,20102,20100,20122,21200,21200,20200,20200,21100,21100,21101,21100,20102,20100,20100,20100,20101,20101,21101,20102,20100,20102,20101,20100,20101,21101,20110,22000,22000,22000,22000,22000,22100,22001,22001,22001,22001,22001,22001,22002,22001,22001,22001,22000,22000,22201,22201,22201,22201,22201,22200,22200,22200,22200,22222,22000,22000,22000,22100,22000,20000,20001,20000,20001,20000,20000,21001,21001,21000,21000,20002,20002,21000,20000,22100,20001,21000,22000,22001,22202,20100,20200,21002,20102
bruid,21010,20000,21010,20000,22010,22200,21002,21000,20000,20000,20020,20000,20001,21001,20001,20000,20000,20000,20010,20000,20000,20000,21000,20000,20000,20020,20000,20000,20000,20000,20020,20001,20000,20000,21000,21000,21000,21000,21000,21000,21000,20000,20020,20000,20000,20000,20020,20020,20000,20000,20000,20020,20020,20000,20000,20002,20002,20000,20000,20020,20000,20011,21010,20010,20010,20000,20000,21000,20000,20000,20000,20000,20001,20000,20020,20100,21001,21000,21020,21020,21000,20000,20000,20000,20000,20000,21000,20000,20000,21200,21200,20000,20000,20000,20000,20000,21000,20000,20000,20000,20020,20020,20020,20011,20011,20010,20010,20010,20010,20000,20000,20000,20000,20000,20000,20002,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,21010,20010,20010,20010,20010,20010,20010,21010,20010,20000,20000,21000,20000,20000,20100,20000,20000,20000,20020,20010,20010,20010,20001,20000,20012,20010,20010,20001,20002,20010,20000,20000,20002,20000,20000,20200,20200,21002,20000,20000,20000,20001,20001,20001,20001,21000,21000,20000,20000,20000,20000,20000,20100,20000,21000,20020,20000,20000,20000,20000,20000,20100,20000,21002,21000,20000,20000,21000,21000,21000,21000,20000,20000,20110,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20020,22000,22010,22000,22000,22002,22000,22000,22002,22000,22020,22000,22100,22000,22010,22010,22000,22010,22010,22002,22010,22000,22000,22000,22000,22002,22000,22000,22000,22222,22220,22220,22200,22200,20101,20100,20100,20110,20120,20100,21100,21100,21100,21120,20100,20100,21200,20100,22000,20100,21000,22000,22010,22000,20100,20010,21000,20020
bruin,21010,20000,21010,20000,22010,22200,21000,21000,20000,20000,20020,20002,20002,21000,20000,20000,20000,20001,20010,20000,20000,20002,21000,20000,20002,20020,20000,20000,20000,20000,20020,20001,20002,20001,21000,21002,21000,21000,21002,21000,21000,20002,20020,20000,20000,20002,20020,20020,20002,20000,20002,20020,20022,20000,20000,20000,20000,20000,20002,20022,20002,20010,21010,20010,20010,20000,20000,21000,20000,20000,20000,20000,20001,20002,20021,20101,21000,21002,21020,21022,21000,20000,20000,20000,20000,20002,21000,20000,20002,21200,21200,20000,20000,20000,20000,20002,21000,20000,20000,20000,20020,20020,20020,20010,20012,20010,20010,20010,20010,20000,20000,20002,20000,20000,20000,20000,21000,20002,21000,20000,20000,20000,20000,20000,20000,20002,20022,20020,20002,21010,20012,20011,20011,20010,20010,20010,21010,20012,20000,20000,21000,20000,20001,20100,20000,20000,20000,20022,20010,20010,20010,20000,20000,20011,20011,20010,20000,20000,20010,20000,20000,20001,20001,20000,20200,20200,21000,20000,20002,20000,20000,20002,20000,20000,21000,21000,20000,20002,20000,20000,20000,20100,20002,21000,20020,20000,20000,20000,20001,20001,20101,20001,21000,21000,20000,20000,21000,21000,21002,21000,20000,20002,20110,20000,20000,20002,21000,20000,20000,20000,20002,20000,20002,21000,20020,22000,22010,22000,22000,22001,22000,22000,22000,22000,22022,22000,22100,22000,22010,22010,22002,22011,22010,22000,22010,22000,22000,22000,22001,22000,22000,22000,22000,22220,22222,22220,22200,22200,20100,20100,20100,20112,20120,20101,21102,21100,21102,21122,20100,20100,21200,20100,22000,20102,21000,22000,22010,22000,20100,20010,21000,20020
bruis,21010,20000,21010,20001,22012,22202,21000,21002,20000,20000,20020,20000,20000,21000,20000,20000,20000,20000,20010,20000,20002,20000,21000,20000,20000,20020,20000,20001,20002,20000,20022,20000,20000,20000,21000,21000,21000,21000,21000,21000,21001,20001,20022,20001,20000,20000,20020,20020,20000,20000,20000,20020,20020,20000,20000,20000,20000,20001,20000,20020,20000,20010,21010,20010,20012,20000,20000,21000,20000,20000,20000,20000,20000,20000,20020,20100,21000,21000,21020,21020,21001,20001,20001,20001,20000,20000,21000,20000,20000,21202,21200,20000,20000,20000,20000,20000,21000,20002,20000,20000,20020,20020,20020,20010,20010,20012,20011,20012,20010,20000,20000,20000,20000,20000,20002,20000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,21010,20010,20010,20011,20011,20010,20010,21010,20010,20000,20000,21000,20002,20000,20100,20000,20000,20002,20020,20010,20010,20012,20000,20000,20010,20010,20012,20000,20000,20010,20000,20002,20000,20000,20000,20202,20202,21000,20000,20000,20000,20000,20000,20002,20000,21002,21000,20000,20000,20000,20000,20000,20102,20000,21000,20020,20002,20000,20000,20000,20000,20102,20000,21000,21000,20001,20002,21000,21000,21000,21001,20001,20001,20111,20000,20000,20000,21000,20000,20000,20000,20000,20002,20000,21000,20020,22000,22010,22000,22000,22000,22000,22000,22000,22000,22020,22002,22100,22000,22010,22012,22000,22010,22012,22000,22010,22000,22000,22002,22002,22000,22000,22002,22000,22220,22220,22222,22200,22200,20100,20100,20100,20110,20120,20100,21100,21100,21100,21120,20101,20101,21200,20102,22000,20100,21000,22001,22010,22000,20101,20010,21000,20020
bruto,21000,20000,21000,20001,22020,22200,21000,21000,20001,20001,20000,20001,20000,21000,20000,20000,20000,20002,20000,20002,20000,20000,21000,20020,20000,20000,20000,20000,20020,20000,20000,20000,20000,20002,21000,21000,21010,21001,21001,21000,21010,20000,20000,20020,20010,20010,20010,20010,20011,20010,20000,20000,20000,20010,20001,20000,20000,20010,20000,20000,20001,20000,21000,20000,20020,20000,20000,21000,20000,20000,20010,20000,20000,20000,20000,20100,21000,21000,21000,21000,21010,20000,20000,20020,20010,20010,21010,20010,20011,21200,21210,20000,20000,20000,20000,20000,21000,20000,20000,20010,20000,20000,20010,20010,20001,20000,20010,20020,20011,20000,20000,20000,20001,20000,20000,20000,21001,20010,21010,20010,20000,20000,20000,20000,20010,20000,20000,20010,20001,21000,20000,20002,20010,20000,20010,20000,21000,20001,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20020,20001,20001,20001,20001,20001,20001,20001,20011,20200,20220,21001,20001,20001,20011,20001,20001,20001,20001,21001,21011,20021,20001,20001,20001,20001,20101,20001,21001,20001,20001,20001,20001,20002,20001,20101,20001,21001,21011,20011,20021,21011,21001,21001,21011,20001,20001,20101,20011,20011,20011,21011,20011,20011,20021,20001,20001,20001,21001,20001,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22020,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22200,22200,22200,22222,22210,20100,20100,20100,20100,20100,20100,21100,21110,21100,21100,20100,20120,21210,20100,22002,20110,21000,22000,22010,22001,20102,20011,21000,20001
bruut,21000,20000,21000,20000,22001,22200,21000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20001,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,21000,21000,21002,21000,21000,21000,21002,20000,20000,20001,20001,20001,20001,20001,20001,20002,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,20001,20000,20000,21000,20000,20000,20002,20000,20000,20000,20000,20020,21000,21000,21000,21000,21002,20000,20000,20001,20001,20001,21001,20002,20001,21200,21202,20000,20000,20000,20000,20000,21000,20000,20000,20002,20000,20000,20002,20002,20000,20000,20002,20001,20002,20000,20000,20000,20000,20000,20000,20000,21000,20001,21001,20001,20000,20000,20000,20000,20002,20000,20000,20002,20000,21000,20000,20000,20002,20000,20001,20000,21000,20000,20000,20000,21000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20002,20200,20201,21000,20000,20000,20002,20000,20000,20000,20000,21000,21002,20001,20000,20000,20000,20000,20020,20000,21000,20000,20000,20000,20000,20000,20000,20020,20000,21000,21002,20002,20001,21002,21000,21000,21002,20000,20000,20020,20001,20001,20001,21001,20001,20001,20001,20000,20000,20000,21000,20000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22201,22222,20100,20100,20100,20100,20100,20100,21100,21102,21100,21100,20100,20101,21212,20120,22000,20101,21000,22000,22002,22000,20100,20002,21000,20000
buddy,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20000,20200,20200,20200,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,21000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20100,20000,20000,20020,20100,20000,20000,20000,20100,20000,20000,21000,21000,20100,20002,20000,20000,20200,20200,20200,20020,20000,20000,20000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20100,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,21100,21000,21000,21000,21000,22222,22000,22002,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,20000,22000,20000,20000,20000,20000,22000,20000,20000,20000
