Guess,lapse,lat1n,leeuw,laaie,laars,label,laden,lader,lagen,lager,lakei,laken,lamel,lamet,lamme,lands,lange,langs,lapel,laren,large,largo,larie,larve,laser,lasso,laste,latei,laten,later,latex,lat1n,latuw,lavas,laven,lavet,lazen,lazer,lease,lebbe,leden,leder,ledig,leers,leest,leeuw,legen,leger,leges,legio,leien,leken,lelie,lel1k,lemen,lemma,lende,lenen,lener,lenig,lente,lento,lenze,lepel,lepra,leren,lesbo,leste,leute,leuze,leven,lever,lezen,lezer,liaan,liane,libel,licht,lieve,l1den,l1der,l1fje,l1ken,l1kwa,l1men,l1mer,l1mig,l1nen,l1ven,l1vig,l1zen,l1zig,liman,limbo,limes,limit,linde,linie,links,linze,lipje,liter,litho,lobby,locus,loden,loens,logee,logen,logos,loipe,loken,loket,lokus,lolly,lomig,lonen,loods,loops,lopen,loper,lorre,loser,losse,loten,lotje,lotto,lotus,loven,lover,lozen,lucht,luide,luien,luier,lullo,lumme,lunch,lunet,lupus,lutje,luwen,luwte,lycra,lymfe,lysol,lumen,level
lasso,22020,22000,20000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22100,22000,22000,22000,22002,22000,22000,22200,22222,22200,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,21020,20000,20000,20000,20000,20100,20020,20000,20000,20000,20100,20002,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20002,20000,20000,21000,20000,20202,20200,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20002,20100,20000,20000,20000,20100,20000,20000,20000,20002,20001,20101,20001,20101,20001,20001,20101,20001,20001,20001,20101,20001,20001,20001,20101,20101,20001,20001,20001,20201,20221,20001,20001,20002,20101,20001,20001,20001,20000,20000,20000,20000,20002,20000,20000,20000,20100,20000,20000,20000,21000,20000,20201,20000,20000
laste,22102,22010,20001,22002,22100,22001,22001,22001,22001,22001,22001,22001,22001,22011,22002,22100,22002,22100,22001,22001,22002,22000,22002,22002,22201,22200,22222,22011,22011,22011,22011,22010,22010,22100,22001,22011,22001,22001,21102,20002,20001,20001,20001,20101,20111,20001,20001,20001,20101,20001,20001,20001,20002,20001,20001,21001,20002,20001,20001,20001,20022,20021,20002,20001,21001,20001,20201,20222,20022,20002,20001,20001,20001,20001,21000,21002,20001,20010,20002,20001,20001,20002,20001,21000,20001,20001,20000,20001,20001,20000,20001,20000,21000,20000,20101,20010,20002,20002,20100,20002,20002,20011,20010,20000,20100,20001,20101,20002,20001,20100,20002,20001,20011,20100,20000,20000,20001,20100,20100,20001,20001,20002,20201,20202,20011,20012,20020,20110,20001,20001,20001,20010,20002,20001,20001,20000,20002,20000,20011,20100,20012,20001,20022,21000,20002,20200,20001,20001
latei,22010,22200,20010,22011,22000,22020,22020,22020,22020,22020,22022,22020,22020,22120,22010,22000,22010,22000,22020,22020,22010,22000,22011,22010,22020,22000,22110,22222,22220,22220,22220,22200,22200,22000,22020,22120,22020,22020,21010,20010,20020,20020,20011,20010,20110,20010,20020,20020,20020,20011,20021,20020,20011,20010,20020,21010,20010,20020,20020,20011,20110,20110,20010,20020,21010,20020,20010,20110,20110,20010,20020,20020,20020,20020,21001,21011,20021,20101,20011,20020,20020,20010,20020,21000,20020,20020,20001,20020,20020,20001,20020,20001,21001,20001,20021,20101,20011,20011,20001,20011,20011,20221,20201,20000,20000,20020,20010,20020,20020,20000,20011,20020,20120,20000,20000,20001,20020,20000,20000,20020,20020,20010,20020,20010,20220,20210,20200,20200,20020,20020,20020,20100,20011,20021,20021,20000,20010,20000,20120,20000,20210,20020,20110,21000,20010,20000,20020,20020
laten,22010,22202,20010,22010,22000,22020,22022,22020,22022,22020,22020,22022,22020,22120,22010,22001,22011,22001,22020,22022,22010,22000,22010,22010,22020,22000,22110,22220,22222,22220,22220,22202,22200,22000,22022,22120,22022,22020,21010,20010,20022,20020,20010,20010,20110,20010,20022,20020,20020,20010,20022,20022,20010,20010,20022,21010,20011,20022,20021,20011,20111,20111,20011,20020,21010,20022,20010,20110,20110,20010,20022,20020,20022,20020,21002,21011,20020,20100,20010,20022,20020,20010,20022,21000,20022,20020,20000,20022,20022,20000,20022,20000,21002,20000,20020,20100,20011,20011,20001,20011,20010,20220,20200,20000,20000,20022,20011,20020,20022,20000,20010,20022,20120,20000,20000,20000,20022,20000,20000,20022,20020,20010,20020,20010,20222,20210,20200,20200,20022,20020,20022,20100,20010,20022,20020,20000,20010,20001,20121,20000,20210,20022,20110,21000,20010,20000,20022,20020
later,22010,22200,20010,22010,22001,22020,22020,22022,22020,22022,22020,22020,22020,22120,22010,22000,22010,22000,22020,22021,22011,22001,22011,22011,22022,22000,22110,22220,22220,22222,22220,22200,22200,22000,22020,22120,22020,22022,21010,20010,20020,20022,20010,20011,20110,20010,20020,20022,20020,20010,20020,20020,20010,20010,20020,21010,20010,20020,20022,20010,20110,20110,20010,20020,21011,20021,20010,20110,20110,20010,20020,20022,20020,20022,21000,21010,20020,20100,20010,20020,20022,20010,20020,21000,20020,20022,20000,20020,20020,20000,20020,20000,21000,20000,20020,20100,20010,20010,20000,20010,20010,20222,20200,20000,20000,20020,20010,20020,20020,20000,20010,20020,20120,20000,20000,20000,20020,20000,20000,20020,20022,20011,20022,20010,20220,20210,20200,20200,20020,20022,20020,20100,20010,20020,20022,20000,20010,20000,20120,20000,20210,20020,20110,21001,20010,20000,20020,20020
latex,22010,22200,20010,22010,22000,22020,22020,22020,22020,22020,22020,22020,22020,22120,22010,22000,22010,22000,22020,22020,22010,22000,22010,22010,22020,22000,22110,22220,22220,22220,22222,22200,22200,22000,22020,22120,22020,22020,21010,20010,20020,20020,20010,20010,20110,20010,20020,20020,20020,20010,20020,20020,20010,20010,20020,21010,20010,20020,20020,20010,20110,20110,20010,20020,21010,20020,20010,20110,20110,20010,20020,20020,20020,20020,21000,21010,20020,20100,20010,20020,20020,20010,20020,21000,20020,20020,20000,20020,20020,20000,20020,20000,21000,20000,20020,20100,20010,20010,20000,20010,20010,20220,20200,20000,20000,20020,20010,20020,20020,20000,20010,20020,20120,20000,20000,20000,20020,20000,20000,20020,20020,20010,20020,20010,20220,20210,20200,20200,20020,20020,20020,20100,20010,20020,20020,20000,20010,20000,20120,20000,20210,20020,20110,21000,20010,20000,20020,20020
lat1n,22000,22222,20000,22000,22000,22000,22002,22000,22002,22000,22000,22002,22000,22100,22000,22001,22001,22001,22000,22002,22000,22000,22000,22000,22000,22000,22100,22200,22202,22200,22200,22222,22200,22000,22002,22100,22002,22000,21000,20000,20002,20000,20000,20000,20100,20000,20002,20000,20000,20000,20002,20002,20000,20020,20002,21000,20001,20002,20001,20001,20101,20101,20001,20000,21000,20002,20000,20100,20100,20000,20002,20000,20002,20000,21002,21001,20000,20100,20000,20012,20010,20010,20012,21010,20012,20010,20010,20012,20012,20010,20012,20010,21002,20000,20000,20100,20001,20001,20001,20001,20000,20200,20200,20000,20000,20002,20001,20000,20002,20000,20000,20002,20100,20000,20000,20000,20002,20000,20000,20002,20000,20000,20000,20000,20202,20200,20200,20200,20002,20000,20002,20100,20000,20002,20000,20000,20000,20001,20101,20000,20200,20002,20100,21000,20000,20000,20002,20000
latuw,22000,22200,20022,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22200,22200,22200,22200,22200,22222,22000,22000,22100,22000,22000,21000,20000,20000,20000,20000,20000,20100,20022,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20100,20100,20000,20000,21000,20000,20000,20100,20110,20010,20000,20000,20000,20000,21000,21000,20000,20100,20000,20000,20000,20000,20000,21001,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20200,20200,20000,20020,20000,20000,20000,20000,20000,20000,20000,20100,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20220,20000,20000,20000,20110,20010,20010,20010,20010,20010,20010,20110,20020,20210,20011,20111,21000,20000,20000,20010,20000
lavas,22001,22000,20000,22010,22012,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22002,22000,22000,22000,22000,22000,22100,22001,22001,22001,22000,22000,22000,22000,22000,22000,22222,22200,22200,22000,22000,21001,20000,20000,20000,20000,20002,20001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20001,20001,20000,20000,20200,20200,20000,20000,21020,21000,20000,20000,20100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20200,20200,20000,20000,20020,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20002,20002,20000,20000,20000,20001,20001,20000,20000,20000,20002,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,21000,20000,20001,20000,20200
laven,22010,22002,20010,22010,22000,22020,22022,22020,22022,22020,22020,22022,22020,22020,22010,22001,22011,22001,22020,22022,22010,22000,22010,22110,22020,22000,22010,22020,22022,22020,22020,22002,22000,22200,22222,22220,22022,22020,21010,20010,20022,20020,20010,20010,20010,20010,20022,20020,20020,20010,20022,20022,20010,20010,20022,21010,20011,20022,20021,20011,20011,20011,20011,20020,21010,20022,20010,20010,20010,20010,20222,20220,20022,20020,21002,21011,20020,20000,20110,20022,20020,20010,20022,21000,20022,20020,20000,20022,20222,20200,20022,20000,21002,20000,20020,20000,20011,20011,20001,20011,20010,20020,20000,20000,20000,20022,20011,20020,20022,20000,20010,20022,20020,20000,20000,20000,20022,20000,20000,20022,20020,20010,20020,20010,20022,20010,20000,20000,20222,20220,20022,20000,20010,20022,20020,20000,20010,20001,20021,20000,20010,20022,20010,21000,20010,20000,20022,20220
lavet,22010,22001,20010,22010,22000,22020,22020,22020,22020,22020,22020,22020,22020,22022,22010,22000,22010,22000,22020,22020,22010,22000,22010,22110,22020,22000,22011,22021,22021,22021,22021,22001,22001,22200,22220,22222,22020,22020,21010,20010,20020,20020,20010,20010,20012,20010,20020,20020,20020,20010,20020,20020,20010,20010,20020,21010,20010,20020,20020,20010,20011,20011,20010,20020,21010,20020,20010,20011,20011,20010,20220,20220,20020,20020,21000,21010,20020,20002,20110,20020,20020,20010,20020,21000,20020,20020,20000,20020,20220,20200,20020,20000,21000,20000,20020,20002,20010,20010,20000,20010,20010,20021,20001,20000,20000,20020,20010,20020,20020,20000,20010,20020,20022,20000,20000,20000,20020,20000,20000,20020,20020,20010,20020,20010,20021,20011,20001,20001,20220,20220,20020,20002,20010,20020,20020,20000,20010,20000,20022,20000,20011,20020,20011,21000,20010,20000,20020,20220
lazen,22010,22002,20010,22010,22000,22020,22022,22020,22022,22020,22020,22022,22020,22020,22010,22001,22011,22001,22020,22022,22010,22000,22010,22010,22020,22000,22010,22020,22022,22020,22020,22002,22000,22000,22022,22020,22222,22220,21010,20010,20022,20020,20010,20010,20010,20010,20022,20020,20020,20010,20022,20022,20010,20010,20022,21010,20011,20022,20021,20011,20011,20011,20111,20020,21010,20022,20010,20010,20010,20110,20022,20020,20222,20220,21002,21011,20020,20000,20010,20022,20020,20010,20022,21000,20022,20020,20000,20022,20022,20000,20222,20200,21002,20000,20020,20000,20011,20011,20001,20111,20010,20020,20000,20000,20000,20022,20011,20020,20022,20000,20010,20022,20020,20000,20000,20000,20022,20000,20000,20022,20020,20010,20020,20010,20022,20010,20000,20000,20022,20020,20222,20000,20010,20022,20020,20000,20010,20001,20021,20000,20010,20022,20010,21000,20010,20000,20022,20020
lazer,22010,22000,20010,22010,22001,22020,22020,22022,22020,22022,22020,22020,22020,22020,22010,22000,22010,22000,22020,22021,22011,22001,22011,22011,22022,22000,22010,22020,22020,22022,22020,22000,22000,22000,22020,22020,22220,22222,21010,20010,20020,20022,20010,20011,20010,20010,20020,20022,20020,20010,20020,20020,20010,20010,20020,21010,20010,20020,20022,20010,20010,20010,20110,20020,21011,20021,20010,20010,20010,20110,20020,20022,20220,20222,21000,21010,20020,20000,20010,20020,20022,20010,20020,21000,20020,20022,20000,20020,20020,20000,20220,20200,21000,20000,20020,20000,20010,20010,20000,20110,20010,20022,20000,20000,20000,20020,20010,20020,20020,20000,20010,20020,20020,20000,20000,20000,20020,20000,20000,20020,20022,20011,20022,20010,20020,20010,20000,20000,20020,20022,20220,20000,20010,20020,20022,20000,20010,20000,20020,20000,20010,20020,20010,21001,20010,20000,20020,20020
lease,20122,20100,22001,20202,20210,21100,21100,21100,21100,21100,21100,21100,21100,21100,20102,20110,20102,20110,21100,21100,20102,20100,20102,20102,21110,20120,20112,21100,21100,21100,21100,20100,20100,20110,21100,21100,21100,21100,22222,22002,22001,22001,22000,22011,22021,22001,22001,22001,22011,22000,22001,22001,22002,22000,22001,22100,22002,22001,22001,22000,22002,22000,22002,22001,22100,22001,22010,22012,22002,22002,22001,22001,22001,22001,20200,20202,21000,20000,21002,21000,21000,20002,21000,20100,21000,21000,20000,21000,21000,20000,21000,20000,20100,20000,21010,20000,20002,20002,20010,20002,20002,21000,20000,20000,20010,21000,21010,21002,21000,20010,20002,21000,21000,20010,20000,20000,21000,20010,20010,21000,21000,20002,21010,20022,21000,20002,20000,20010,21000,21000,21000,20000,20002,21000,21000,20000,20002,20000,21000,20010,20002,21000,20002,20100,20002,20010,21000,22001
lebbe,20002,20000,22001,20002,20000,21200,21000,21000,21000,21000,21000,21000,21000,21000,20002,20000,20002,20000,21000,21000,20002,20000,20002,20002,21000,20000,20002,21000,21000,21000,21000,20000,20000,20000,21000,21000,21000,21000,22002,22222,22001,22001,22000,22001,22001,22001,22001,22001,22001,22000,22001,22001,22002,22000,22001,22000,22002,22001,22001,22000,22002,22000,22002,22001,22000,22001,22020,22002,22002,22002,22001,22001,22001,22001,20000,20002,21200,20000,21002,21000,21000,20002,21000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,20020,21000,20000,20002,20002,20000,20002,20002,21000,20000,20220,20000,21000,21000,21002,21000,20000,20002,21000,21000,20000,20000,20000,21000,20000,20000,21000,21000,20002,21000,20002,21000,20002,20000,20000,21000,21000,21000,20000,20002,21000,21000,20000,20002,20000,21000,20000,20002,21000,20002,20000,20002,20000,21000,22001
leden,21000,20002,22010,21000,20000,20020,20222,20220,20022,20020,20020,20022,20020,20020,21000,20101,21001,20001,20020,20022,21000,20000,21000,21000,20020,20000,21000,20020,20022,20020,20020,20002,20000,20000,20022,20020,20022,20020,22010,22010,22222,22220,22200,22010,22010,22010,22022,22020,22020,22000,22022,22022,22010,22000,22022,22000,22111,22022,22021,22001,22011,22001,22011,22020,22000,22022,22000,22010,22010,22010,22022,22020,22022,22020,20002,21001,20020,20000,21010,20222,20220,21000,20022,20000,20022,20020,20000,20022,20022,20000,20022,20000,20002,20000,20020,20000,21101,21001,20001,21001,21000,20020,20000,20000,20000,20222,21001,21020,20022,20000,21000,20022,20020,20000,20000,20000,20022,20100,20000,20022,20020,21000,20020,21000,20022,21000,20000,20000,20022,20020,20022,20000,21100,20022,20020,20000,21000,20001,20021,20000,21000,20022,21000,20000,21000,20000,20022,22020
leder,21000,20000,22010,21000,20001,20020,20220,20222,20020,20022,20020,20020,20020,20020,21000,20100,21000,20000,20020,20021,21001,20001,21001,21001,20022,20000,21000,20020,20020,20022,20020,20000,20000,20000,20020,20020,20020,20022,22010,22010,22220,22222,22200,22011,22010,22010,22020,22022,22020,22000,22020,22020,22010,22000,22020,22000,22110,22020,22022,22000,22010,22000,22010,22020,22001,22021,22000,22010,22010,22010,22020,22022,22020,22022,20000,21000,20020,20000,21010,20220,20222,21000,20020,20000,20020,20022,20000,20020,20020,20000,20020,20000,20000,20000,20020,20000,21100,21000,20000,21000,21000,20022,20000,20000,20000,20220,21000,21020,20020,20000,21000,20020,20020,20000,20000,20000,20020,20100,20000,20020,20022,21001,20022,21000,20020,21000,20000,20000,20020,20022,20020,20000,21100,20020,20022,20000,21000,20000,20020,20000,21000,20020,21000,20001,21000,20000,20020,22020
ledig,21000,20000,22000,21020,20000,21000,21200,21200,21001,21001,21010,21000,21000,21000,21000,20100,21001,20001,21000,21000,21001,20001,21020,21000,21000,20000,21000,21010,21000,21000,21000,20000,20000,20000,21000,21000,21000,21000,22000,22000,22200,22200,22222,22000,22000,22000,22001,22001,22001,22021,22010,22000,22020,22000,22000,22000,22100,22000,22000,22022,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20010,21010,21010,20010,21010,21200,21200,21000,21000,20000,21000,21000,20022,21000,21000,20022,21000,20022,20010,20010,21010,20020,21110,21020,20010,21010,21010,21010,20010,20000,20000,21200,21000,21001,21001,20001,21010,21000,21000,20000,20000,20022,21000,20100,20000,21000,21000,21000,21000,21000,21000,21000,20000,20000,21000,21000,21000,20000,21110,21010,21010,20000,21000,20000,21000,20000,21000,21000,21000,20000,21000,20000,21000,22000
leers,21001,20000,22200,21000,20022,21000,21000,21010,21000,21010,21000,21000,21000,21000,21000,20002,21000,20002,21000,21010,21010,20010,21010,21010,21011,20001,21001,21000,21000,21010,21000,20000,20000,20002,21000,21000,21000,21010,22101,22100,22100,22110,22000,22222,22201,22200,22100,22110,22102,22000,22100,22100,22100,22000,22100,22000,22100,22100,22110,22000,22100,22000,22100,22100,22020,22110,22001,22101,22100,22100,22100,22110,22100,22110,20000,21000,21000,20000,21200,21000,21010,21000,21000,20000,21000,21010,20000,21000,21000,20000,21000,20000,20000,20000,21002,20000,21000,21000,20002,21000,21000,21010,20000,20000,20002,21000,20202,21100,21000,20002,21000,21000,21000,20002,20000,20000,21000,20002,20002,21000,21010,21020,21011,21001,21000,21000,20000,20002,21000,21010,21000,20000,21000,21000,21010,20000,21000,20000,21000,20002,21000,21000,21000,20020,21000,20001,21000,22100
leest,21020,20001,22200,21000,20010,21000,21000,21000,21000,21000,21000,21000,21000,21002,21000,20010,21000,20010,21000,21000,21000,20000,21000,21000,21010,20020,21011,21001,21001,21001,21001,20001,20001,20010,21000,21002,21000,21000,22120,22100,22100,22100,22000,22210,22222,22200,22100,22100,22110,22000,22100,22100,22100,22000,22100,22000,22100,22100,22100,22000,22101,22001,22100,22100,22000,22100,22010,22111,22101,22100,22100,22100,22100,22100,20000,21000,21000,20002,21200,21000,21000,21000,21000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21010,20002,21000,21000,20010,21000,21000,21001,20001,20000,20010,21000,20210,21100,21000,20010,21000,21000,21002,20010,20000,20000,21000,20010,20010,21000,21000,21000,21010,21020,21001,21001,20001,20011,21000,21000,21000,20002,21000,21000,21000,20000,21000,20000,21002,20010,21001,21000,21001,20000,21000,20010,21000,22100
leeuw,21000,20000,22222,21000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,21000,20000,21000,21000,21000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,20000,20022,20000,21000,21000,21000,21000,22100,22100,22100,22100,22000,22200,22200,22222,22100,22100,22100,22000,22100,22100,22100,22000,22100,22000,22100,22100,22100,22000,22100,22000,22100,22100,22000,22100,22000,22100,22110,22110,22100,22100,22100,22100,20000,21000,21000,20000,21200,21000,21000,21000,21000,20001,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20000,21000,21000,20000,21000,21000,21000,20000,20000,20020,21000,20200,21100,21000,20000,21000,21000,21000,20020,20000,20000,21000,20000,20000,21000,21000,21000,21000,21000,21000,21000,20000,20020,21000,21000,21000,20010,21010,21010,21010,20010,21010,20010,21010,20020,21010,21011,21011,20000,21000,20000,21010,22100
