Guess,kaaps,kamer,kenia,keuls,khmer,koerd,koran,kozak,kaard,kaars,kaart,kaats,kabas,kabel,kadee,kaden,kader,kadet,kaffa,kafir,kajak,kakel,kaken,kaker,kalen,kalig,kalis,kalle,kalot,kamen,kamer,kamig,kand1,kanen,kanis,kanji,kanon,kapel,kapen,kaper,kapje,kapok,kapot,kappa,karaf,karen,karet,karig,karma,karos,karot,karst,karw1,kasba,kassa,kaste,kater,katje,kauri,kavel,kazak,kazen,kazer,kebab,kebon,kefir,kegel,kegge,keken,keker,kelen,kelim,kemel,kenau,kendo,kenen,kepen,keper,kepie,kerel,keren,kerks,kerst,ketel,keten,ketje,keurs,keuze,kevel,keven,kever,kevie,kezen,kidde,kieuw,k1ken,k1ker,k1ven,k1ver,kille,kilte,kimme,kinds,kinky,kiosk,klaaf,klaar,klaas,klamp,klank,klant,klare,klats,klauw,kled1,kleed,kleef,klein,klerk,klets,kleun,kleur,kliek,klier,kling,klink,kloef,kloek,kloet,klojo,klomp,klonk,klont,kloof,klooi,kloon,kloot,klote,klove,kluft,kluif,kluis,kluit,kluns,kluts,kluut,knaak,knaap,knauw,kneep,kneus,knier,knoei,knoet,knook,knoop,knorf,knots,koala,kobbe,kocht,kodak,kodde,koers,koest,koets,kogel,kogge,koine,koken,koker,koket,kokos,kolen,kolom,kolos,komaf,komen,kom1n,komma,komst,kon1n,koord,kopal,kopen,koper,kopie,kopra,koran,koren,korps,korre,korst,koste,koten,koter,koude,kovel,kozak,kozen,koz1n,kraag,kraai,kraak,kraal,kraam,kraan,krach,kramp,krank,krans,krant,krats,krauw,kreeg,kreek,krees,kreet,kreng,krent,kreuk,kriek,kriel,krill,krimi,krimp,kring,kroeg,kroep,kroes,krols,kromp,kroon,kroop,kroos,kroot,kruid,kruif,kruik,kruim,kruin,kruis,kruit,kubbe,kubus,kudde,kuier,kuise,kuist,kulas,kunde,kunst,kuras,kuren,kwaad,kwaal,kwade,kwant,kwark,kwart,kwast,kwats,kweek,kween,kwelm,kwets,kwiek,kwint,kwips,kawai,krapa,kliko
kolos,20002,20000,20000,20102,20000,22000,22000,22000,20000,20002,20000,20002,20002,20100,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20200,20200,20202,20200,20220,20000,20000,20000,20000,20000,20002,20000,20020,20100,20000,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,20022,20020,20001,20000,20001,20001,20001,20000,20000,20000,20100,20000,20000,20000,20000,20020,20000,20100,20000,20000,20000,20200,20200,20100,20000,21000,20000,20000,20000,20000,20100,20000,20002,20001,20100,20000,20000,20002,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20002,20000,21001,20100,20100,20102,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,21100,21100,21100,21110,21100,21100,21100,21120,21120,21120,21120,21100,21100,20100,20100,20102,20100,20102,20102,20100,20000,20000,20000,20000,20002,20000,21000,21000,21020,21020,21000,21002,22100,22000,22000,22000,22000,22002,22001,22002,22100,22000,22000,22000,22000,22000,22022,22200,22220,22222,22000,22000,22000,22000,22001,22000,22010,22100,22000,22000,22000,22000,22000,22000,22002,22000,22001,22001,22000,22000,22000,22100,22000,22000,22000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,21000,21000,21002,21102,21000,21020,21020,21022,21020,20000,20000,20000,20000,20000,20002,20000,20000,20002,20000,20000,20001,20001,20202,20000,20001,20002,20000,20000,20100,20000,20000,20000,20000,20001,20002,20000,20000,20100,20002,20000,20000,20002,20000,20000,21100
komaf,20010,20210,20010,20000,20200,22000,22020,22020,20010,20010,20010,20010,20020,20010,20010,20010,20010,20010,20011,20011,20020,20010,20010,20010,20010,20010,20010,20010,21010,20210,20210,20210,20010,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20010,20022,20010,20010,20010,20110,21010,21010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20020,20010,20010,20020,21000,20001,20000,20000,20000,20000,20000,20100,20200,20020,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,21000,20022,20020,20020,20110,20010,20010,20010,20010,20010,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21002,21000,21000,21000,21100,21000,21000,21002,21000,21000,21000,21000,21000,20001,20002,20000,20000,20000,20000,20000,20020,20020,20010,20000,20000,20000,21000,21000,21000,21000,21002,21000,22010,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22222,22200,22200,22210,22200,22000,22000,22020,22000,22000,22000,22010,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,20020,20020,20020,20020,20120,20020,20010,20110,20010,20010,20010,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20000,21000,21000,21000,21000,21100,21000,21000,21000,21000,20000,20002,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20020,20000,20020,20020,20010,20010,20010,20010,20010,20010,20000,20000,20100,20000,20000,20000,20000,20020,20010,21000
komen,20000,20220,20011,20010,20220,22010,22002,22000,20000,20000,20000,20000,20000,20020,20020,20022,20020,20020,20000,20000,20000,20020,20022,20020,20022,20000,20000,20010,21000,20222,20220,20200,20001,20022,20001,20001,21002,20020,20022,20020,20010,21000,21000,20000,20000,20022,20020,20000,20100,21000,21000,20000,20000,20000,20000,20010,20020,20010,20000,20020,20000,20022,20020,20010,21012,20010,20020,20010,20022,20020,20022,20110,20220,20011,21011,20022,20022,20020,20010,20020,20022,20010,20010,20020,20022,20010,20010,20010,20020,20022,20020,20010,20022,20010,20010,20022,20020,20022,20020,20010,20010,20210,20001,20001,21000,20000,20000,20000,20100,20001,20001,20010,20000,20000,20010,20020,20020,20012,20010,20010,20012,20010,20020,20020,20001,20001,21020,21020,21020,21000,21100,21001,21001,21000,21000,21002,21000,21010,21010,20000,20000,20000,20000,20001,20000,20000,20001,20001,20001,20021,20011,20021,21021,21021,21001,21001,21001,21001,22000,22010,22000,22000,22010,22010,22010,22010,22020,22010,22011,22022,22020,22020,22000,22022,22100,22000,22200,22222,22202,22200,22200,22002,22000,22000,22022,22020,22010,22000,22002,22022,22000,22010,22000,22010,22022,22020,22010,22020,22000,22022,22002,20000,20000,20000,20000,20100,20002,20000,20100,20001,20001,20001,20000,20000,20020,20020,20020,20020,20011,20011,20010,20020,20020,20000,20100,20100,20001,21020,21020,21020,21000,21100,21002,21000,21000,21000,20000,20000,20000,20100,20002,20000,20000,20010,20000,20010,20020,20010,20000,20000,20011,20001,20000,20022,20000,20000,20010,20001,20000,20000,20000,20000,20020,20022,20110,20010,20020,20001,20000,20000,20000,21000
kom1n,20000,20200,20001,20000,20200,22000,22002,22000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,21000,20202,20200,20200,20011,20002,20001,20001,21002,20000,20002,20000,20000,21000,21000,20000,20000,20002,20000,20000,20100,21000,21000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,21002,20000,20000,20000,20002,20000,20002,20100,20200,20001,21001,20002,20002,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20002,20000,20000,20012,20010,20012,20010,20000,20000,20200,20001,20001,21000,20000,20000,20000,20100,20001,20001,20000,20000,20000,20010,20000,20000,20002,20000,20000,20002,20000,20000,20000,20001,20001,21000,21000,21000,21000,21100,21001,21001,21000,21000,21002,21000,21000,21000,20000,20000,20000,20000,20001,20000,20000,20001,20001,20001,20001,20001,20001,21001,21001,21001,21001,21001,21001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22002,22000,22000,22000,22002,22100,22000,22200,22202,22222,22200,22200,22022,22000,22000,22002,22000,22000,22000,22002,22002,22000,22000,22000,22000,22002,22000,22000,22000,22000,22002,22022,20000,20000,20000,20000,20100,20002,20000,20100,20001,20001,20001,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20100,20100,20001,21000,21000,21000,21000,21100,21002,21000,21000,21000,20000,20000,20000,20100,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20002,20000,20000,20000,20001,20000,20000,20000,20000,20000,20002,20100,20000,20000,20001,20000,20000,20000,21000
komma,20001,20201,20002,20000,20200,22000,22001,22001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20201,20201,20201,20001,20001,20001,20001,21001,20001,20001,20001,20001,21001,21001,20002,20001,20001,20001,20001,20022,21001,21001,20001,20001,20002,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,21000,20000,20000,20000,20000,20000,20000,20100,20200,20001,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20220,20000,20000,21000,20001,20001,20001,20021,20001,20001,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21020,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20000,20000,20000,21000,21000,21000,21000,21000,21000,22002,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22201,22200,22200,22222,22200,22000,22000,22001,22000,22000,22000,22002,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,20001,20001,20001,20001,20101,20001,20001,20021,20001,20001,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,21000,21000,21000,21000,21020,21000,21000,21000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20001,20000,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20100,20000,20000,20000,20000,20001,20002,21000
komst,20010,20200,20000,20010,20200,22000,22000,22000,20000,20010,20002,20011,20010,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,21002,20200,20200,20200,20000,20000,20010,20000,21000,20000,20000,20000,20000,21000,21002,20000,20000,20000,20002,20000,20100,21010,21002,20022,20000,20010,20020,20011,20001,20001,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20100,20200,20000,21000,20000,20000,20000,20000,20000,20000,20010,20022,20001,20001,20001,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20200,20010,20000,21020,20000,20000,20010,20100,20000,20002,20000,20011,20000,20000,20000,20000,20000,20000,20011,20000,20000,20000,20000,20000,20000,21000,21000,21002,21000,21100,21000,21002,21000,21000,21000,21002,21001,21000,20002,20000,20010,20002,20010,20011,20002,20000,20000,20000,20000,20010,20000,21000,21002,21000,21000,21000,21011,22000,22000,22002,22000,22000,22010,22022,22011,22000,22000,22000,22000,22000,22002,22010,22000,22100,22010,22200,22200,22200,22200,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22022,22011,22001,22001,22000,22000,22000,22000,22000,20000,20000,20000,20000,20100,20000,20000,20100,20000,20010,20002,20011,20000,20000,20000,20010,20002,20000,20002,20000,20000,20000,20000,20100,20100,20000,21000,21000,21010,21010,21100,21000,21000,21010,21002,20000,20000,20000,20100,20000,20010,20002,20000,20010,20000,20000,20020,20022,20010,20000,20022,20010,20000,20000,20000,20000,20002,20000,20002,20022,20011,20000,20000,20100,20011,20000,20002,20010,20000,20000,21000
kon1n,20000,20000,20200,20000,20000,22000,22002,22000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,21000,20002,20000,20000,20210,20202,20200,20200,21202,20000,20002,20000,20000,21000,21000,20000,20000,20002,20000,20000,20000,21000,21000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,21002,20000,20000,20000,20002,20000,20002,20000,20000,20200,21200,20202,20002,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20002,20000,20000,20012,20010,20012,20010,20000,20000,20000,20200,20200,21000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20010,20000,20000,20002,20000,20000,20002,20000,20000,20000,20100,20100,21000,21000,21000,21000,21000,21100,21100,21000,21000,21002,21000,21000,21000,20000,20000,20000,20000,20100,20000,20000,20100,20100,20100,20100,20100,20100,21100,21100,21100,21100,21100,21100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22002,22000,22000,22000,22002,22000,22000,22000,22002,22022,22000,22000,22222,22000,22000,22002,22000,22000,22000,22002,22002,22000,22000,22000,22000,22002,22000,22000,22000,22000,22002,22022,20000,20000,20000,20000,20000,20002,20000,20000,20100,20100,20100,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20100,21000,21000,21000,21000,21000,21002,21000,21000,21000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20002,20000,20000,20000,20100,20000,20000,20000,20000,20000,20002,20000,20000,20000,20100,20000,20000,20000,21000
koord,20000,20010,20000,20000,20010,22022,22010,22000,20022,20020,20020,20000,20000,20000,20001,20001,20011,20001,20000,20010,20000,20000,20000,20010,20000,20000,20000,20000,21000,20000,20010,20000,20001,20000,20000,20000,21000,20000,20000,20010,20000,21000,21000,20000,20010,20010,20010,20010,20010,21010,21010,20010,20010,20000,20000,20000,20010,20000,20020,20000,20000,20000,20010,20000,21000,20010,20000,20000,20000,20010,20000,20000,20000,20000,21001,20000,20000,20010,20000,20010,20010,20010,20010,20000,20000,20000,20020,20000,20000,20000,20010,20000,20000,20001,20000,20000,20010,20000,20010,20000,20000,20000,20001,20000,20200,20000,20010,20000,20000,20000,20000,20020,20000,20000,20001,20002,20000,20000,20020,20000,20000,20010,20000,20010,20000,20000,20200,20200,20200,21200,20200,20200,20200,21200,21200,21200,21200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20200,20200,21200,21200,20220,20200,22000,22000,22000,22001,22001,22020,22000,22000,22000,22000,22000,22000,22010,22000,22100,22000,22100,22100,22000,22000,22000,22000,22000,22000,22222,22000,22000,22010,22000,22020,22010,22010,22010,22020,22010,22000,22000,22010,22001,22000,22000,22000,22000,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20210,20210,20210,20210,20210,21210,21210,21210,21210,20012,20010,20010,20010,20010,20010,20010,20000,20000,20001,20010,20000,20000,20000,20001,20000,20010,20010,20002,20000,20001,20000,20020,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,21000
kopal,20110,20010,20010,20001,20000,22000,22020,22020,20010,20010,20010,20010,20020,20012,20010,20010,20010,20010,20010,20010,20020,20012,20010,20010,20011,20011,20011,20011,21011,20010,20010,20010,20010,20010,20010,20010,21010,20212,20210,20210,20210,21210,21210,20210,20020,20010,20010,20010,20010,21010,21010,20010,20010,20010,20010,20010,20010,20010,20010,20012,20020,20010,20010,20020,21000,20000,20002,20000,20000,20000,20001,20001,20002,20020,21000,20000,20200,20200,20200,20002,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,21000,20021,20021,20021,20111,20011,20011,20011,20011,20011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,21001,21001,21001,21101,21001,21001,21001,21001,21001,21001,21001,21001,20001,20001,20001,20001,20001,20001,20001,20020,20120,20010,20100,20000,20000,21000,21000,21000,21100,21000,21000,22011,22000,22000,22020,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22001,22001,22001,22020,22000,22000,22010,22000,22000,22000,22222,22200,22200,22200,22210,22020,22000,22100,22000,22000,22000,22000,22000,22000,22002,22020,22000,22000,20020,20020,20020,20022,20020,20020,20010,20110,20010,20010,20010,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20002,20002,20000,20100,20000,21000,21100,21000,21001,21100,21000,21100,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20021,20000,20000,20020,20000,20020,20022,20010,20010,20010,20010,20010,20010,20000,20000,20001,20000,20000,20000,20100,20020,20110,21001
kopen,20100,20020,20011,20010,20020,22010,22002,22000,20000,20000,20000,20000,20000,20020,20020,20022,20020,20020,20000,20000,20000,20020,20022,20020,20022,20000,20000,20010,21000,20022,20020,20000,20001,20022,20001,20001,21002,20220,20222,20220,20210,21200,21200,20200,20000,20022,20020,20000,20000,21000,21000,20000,20000,20000,20000,20010,20020,20010,20000,20020,20000,20022,20020,20010,21012,20010,20020,20010,20022,20020,20022,20010,20020,20011,21011,20022,20222,20220,20210,20020,20022,20010,20010,20020,20022,20010,20010,20010,20020,20022,20020,20010,20022,20010,20010,20022,20020,20022,20020,20010,20010,20010,20001,20001,21000,20000,20000,20000,20100,20001,20001,20010,20000,20000,20010,20020,20020,20012,20010,20010,20012,20010,20020,20020,20001,20001,21020,21020,21020,21000,21100,21001,21001,21000,21000,21002,21000,21010,21010,20000,20000,20000,20000,20001,20000,20000,20001,20101,20001,20121,20011,20021,21021,21021,21001,21101,21001,21001,22000,22010,22000,22000,22010,22010,22010,22010,22020,22010,22011,22022,22020,22020,22000,22022,22000,22000,22000,22022,22002,22000,22000,22002,22000,22200,22222,22220,22210,22200,22002,22022,22100,22010,22000,22010,22022,22020,22010,22020,22000,22022,22002,20000,20000,20000,20000,20000,20002,20000,20100,20001,20001,20001,20000,20000,20020,20020,20020,20020,20011,20011,20010,20020,20020,20000,20000,20100,20001,21020,21120,21020,21000,21100,21002,21100,21000,21000,20000,20000,20000,20000,20002,20000,20000,20010,20000,20010,20020,20010,20000,20000,20011,20001,20000,20022,20000,20000,20010,20001,20000,20000,20000,20000,20020,20022,20010,20010,20020,20001,20100,20000,20100,21000
koper,20100,20022,20010,20010,20022,22011,22001,22000,20001,20001,20001,20000,20000,20020,20020,20020,20022,20020,20000,20002,20000,20020,20020,20022,20020,20000,20000,20010,21000,20020,20022,20000,20000,20020,20000,20000,21000,20220,20220,20222,20210,21200,21200,20200,20001,20021,20021,20001,20001,21001,21001,20001,20001,20000,20000,20010,20022,20010,20001,20020,20000,20020,20022,20010,21010,20012,20020,20010,20020,20022,20020,20010,20020,20010,21010,20020,20220,20222,20210,20021,20021,20011,20011,20020,20020,20010,20011,20010,20020,20020,20022,20010,20020,20010,20010,20020,20022,20020,20022,20010,20010,20010,20000,20000,21000,20000,20002,20000,20100,20000,20000,20011,20000,20000,20010,20020,20020,20010,20011,20010,20010,20012,20020,20022,20000,20000,21020,21020,21020,21000,21100,21000,21000,21000,21000,21000,21000,21010,21010,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20120,20010,20022,21020,21020,21000,21100,21001,21000,22000,22010,22000,22000,22010,22011,22010,22010,22020,22010,22010,22020,22022,22020,22000,22020,22000,22000,22000,22020,22000,22000,22000,22000,22001,22200,22220,22222,22210,22201,22001,22021,22101,22011,22001,22010,22020,22022,22010,22020,22000,22020,22000,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20001,20021,20021,20021,20021,20011,20011,20011,20021,20021,20001,20001,20101,20001,21021,21121,21021,21001,21101,21001,21101,21001,21001,20001,20001,20001,20001,20001,20001,20001,20010,20000,20010,20022,20010,20000,20000,20010,20000,20001,20021,20000,20000,20010,20000,20001,20001,20000,20000,20020,20020,20010,20010,20020,20000,20100,20000,20101,21000
kopie,20100,20001,20021,20001,20001,22001,22000,22000,20000,20000,20000,20000,20000,20001,20002,20001,20001,20001,20000,20020,20000,20001,20001,20001,20001,20020,20020,20002,21000,20001,20001,20020,20000,20001,20020,20010,21000,20201,20201,20201,20202,21200,21200,20200,20000,20001,20001,20020,20000,21000,21000,20000,20000,20000,20000,20002,20001,20002,20010,20001,20000,20001,20001,20001,21001,20021,20001,20002,20001,20001,20001,20021,20001,20001,21001,20001,20201,20201,20222,20001,20001,20001,20001,20001,20001,20002,20001,20002,20001,20001,20001,20022,20001,20012,20011,20001,20001,20001,20001,20012,20012,20012,20010,20010,21010,20000,20000,20000,20100,20000,20000,20002,20000,20000,20001,20001,20001,20021,20001,20001,20001,20001,20011,20011,20010,20010,21001,21001,21001,21000,21100,21000,21000,21000,21010,21000,21000,21002,21002,20000,20020,20020,20020,20000,20000,20000,20000,20100,20000,20101,20001,20011,21011,21001,21000,21100,21000,21000,22000,22002,22000,22000,22002,22001,22001,22001,22001,22002,22012,22001,22001,22001,22000,22001,22000,22000,22000,22001,22000,22000,22000,22000,22000,22200,22201,22201,22222,22200,22000,22001,22100,22002,22000,22002,22001,22001,22002,22001,22000,22001,22000,20000,20010,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20011,20011,20010,20010,20110,20010,21001,21101,21001,21000,21100,21000,21100,21000,21000,20020,20020,20020,20020,20020,20020,20020,20002,20000,20002,20011,20012,20010,20000,20002,20000,20000,20001,20000,20000,20002,20000,20000,20000,20000,20000,20001,20001,20001,20001,20011,20010,20110,20010,20100,21010
kopra,20101,20011,20002,20000,20010,22020,22011,22001,20021,20021,20021,20001,20001,20001,20001,20001,20011,20001,20002,20011,20001,20001,20001,20011,20001,20001,20001,20001,21001,20001,20011,20001,20001,20001,20001,20001,21001,20201,20201,20211,20201,21201,21201,20202,20011,20011,20011,20011,20012,21011,21011,20011,20011,20002,20002,20001,20011,20001,20021,20001,20001,20001,20011,20001,21000,20010,20000,20000,20000,20010,20000,20000,20000,20001,21000,20000,20200,20210,20200,20010,20010,20010,20010,20000,20000,20000,20020,20000,20000,20000,20010,20000,20000,20000,20000,20000,20010,20000,20010,20000,20000,20000,20000,20000,21000,20001,20011,20001,20101,20001,20001,20021,20001,20001,20000,20000,20000,20000,20020,20000,20000,20010,20000,20010,20000,20000,21000,21000,21000,21000,21100,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20001,20101,20001,20100,20000,20010,21000,21000,21000,21100,21020,21000,22002,22000,22000,22001,22000,22020,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22001,22000,22000,22002,22000,22000,22020,22201,22200,22210,22200,22222,22011,22010,22110,22020,22010,22000,22000,22010,22000,22000,22001,22000,22000,20011,20011,20011,20011,20011,20011,20011,20111,20011,20011,20011,20011,20011,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20110,20010,21010,21110,21010,21010,21110,21010,21110,21010,21010,20010,20010,20010,20010,20010,20010,20010,20000,20000,20000,20010,20000,20000,20001,20000,20000,20011,20010,20001,20001,20001,20001,20021,20021,20001,20001,20000,20000,20000,20000,20000,20000,20100,20001,20112,21000
