Guess,gents,ghana,gouds,griek,gaard,gabbe,gaden,gaffe,gagel,gaine,gajes,galei,galon,galop,gamba,gamel,gamen,gamer,gamma,gapen,gaper,garde,garen,garoe,garve,gaten,gaven,gazel,gazen,gazet,gazon,gebak,gebbe,gebed,gebel,gebit,gebod,gedag,gedoe,geduw,geest,geeuw,gegil,geh1g,gehol,geien,ge1kt,gejou,gekef,gek1f,gekir,gekko,gekte,gelag,gelal,gelee,gelei,gelen,gelid,gelig,gel1k,gelik,gelui,geluk,gelul,geluw,gemak,gemet,gemis,gemok,gemor,gemot,genet,genie,genot,genre,genus,gepuf,gerei,geren,gerst,gesar,gesco,gesel,gesis,gesol,geste,getal,getik,getob,getto,geuze,geval,gevat,gevel,geven,gever,gevl1,gevr1,gewag,gewas,gewei,gew1d,gewin,gewis,gezag,gezel,gezet,gezin,gibus,gigue,g1pen,gilde,gilet,ginds,ginst,gipsy,giraf,glans,gleed,gleis,gleuf,glimp,globe,gloed,gloop,gloor,gneis,gnoom,goden,godin,goede,gogme,gojim,golem,gonje,gorig,gouwe,gozer,graad,graaf,graag,graai,graal,graan,graat,grauw,green,greep,grein,grens,grief,griek,griel,griep,gries,griet,grift,gr1ns,grill,grime,grind,grint,griot,groef,groei,groen,groep,groet,grond,groot,grote,gruis,guano,guave,gummi,gunst,guppy,gyros,ger1m,geram,gebal,geoha,gomma,gauss
gajes,20012,21000,20002,20020,22000,22010,22020,22010,22020,22010,22222,22020,22000,22000,22000,22020,22020,22020,22000,22020,22020,22010,22020,22010,22010,22020,22020,22020,22020,22020,22000,21010,20010,20020,20020,20010,20010,21010,20010,20010,20011,20010,20010,20010,20010,20020,20010,20210,20020,20010,20010,20010,20010,21010,21010,20020,20020,20020,20010,20010,20010,20010,20010,20010,20010,20010,21010,20020,20012,20010,20010,20010,20020,20010,20010,20010,20012,20010,20020,20020,20011,21011,20011,20021,20012,20011,20011,21010,20010,20010,20010,20010,21010,21010,20020,20020,20020,20010,20010,21010,21012,20020,20010,20010,20012,21010,20020,20020,20010,20002,20010,20020,20010,20020,20002,20001,20001,21000,21002,20020,20012,20010,20000,20010,20020,20000,20000,20012,20000,20020,20000,20010,20010,20200,20020,20110,20000,20010,20020,21000,21000,21000,21000,21000,21000,21000,21000,20020,20020,20010,20012,20020,20020,20020,20020,20022,20020,20000,20002,20000,20010,20000,20000,20000,20020,20020,20020,20020,20020,20000,20000,20010,20002,21000,21010,20000,20001,20000,20002,20010,21010,21010,21010,21000,22002
galei,20010,21000,20000,20021,22000,22010,22020,22010,22120,22011,22020,22222,22200,22200,22000,22120,22020,22020,22000,22020,22020,22010,22020,22010,22010,22020,22020,22120,22020,22020,22000,21010,20010,20020,20120,20011,20010,21010,20010,20010,20010,20010,20111,20010,20110,20021,20010,20010,20020,20010,20011,20010,20010,21210,21210,20220,20222,20220,20211,20211,20210,20211,20212,20210,20210,20210,21010,20020,20011,20010,20010,20010,20020,20011,20010,20010,20010,20010,20022,20020,20010,21010,20010,20120,20011,20110,20010,21110,20011,20010,20010,20010,21110,21010,20120,20020,20020,20110,20010,21010,21010,20022,20010,20011,20011,21010,20120,20020,20011,20001,20011,20020,20211,20221,20001,20001,20001,21001,21100,20120,20111,20110,20101,20110,20120,20100,20100,20011,20000,20020,20001,20010,20010,20001,20220,20010,20001,20010,20020,21000,21000,21000,21002,21100,21000,21000,21000,20020,20020,20011,20010,20021,20021,20121,20021,20021,20021,20001,20000,20101,20011,20001,20001,20001,20020,20022,20020,20020,20020,20000,20000,20010,20001,21000,21010,20002,20000,20000,20000,20010,21010,21110,21010,21000,22000
galon,20001,21001,20010,20000,22000,22000,22002,22000,22100,22001,22000,22200,22222,22220,22000,22100,22002,22000,22000,22002,22000,22000,22002,22020,22000,22002,22002,22100,22002,22000,22022,21000,20000,20000,20100,20000,20020,21000,20020,20000,20000,20000,20100,20000,20120,20002,20000,20020,20000,20000,20000,20010,20000,21200,21200,20200,20200,20202,20200,20200,20200,20200,20200,20200,20200,20200,21000,20000,20000,20020,20020,20020,20001,20001,20021,20001,20001,20000,20000,20002,20000,21000,20010,20100,20000,20120,20000,21100,20000,20020,20010,20000,21100,21000,20100,20002,20000,20100,20000,21000,21000,20000,20000,20002,20000,21000,20100,20000,20002,20000,20000,20002,20200,20200,20001,20001,20000,21000,21101,20100,20100,20100,20100,20110,20110,20120,20120,20001,20021,20012,20012,20010,20010,20010,20210,20011,20010,20010,20010,21000,21000,21000,21000,21100,21002,21000,21000,20002,20000,20002,20001,20000,20000,20100,20000,20000,20000,20000,20001,20100,20000,20001,20001,20020,20010,20010,20012,20010,20010,20011,20020,20010,20000,21011,21000,20000,20001,20000,20020,20000,21000,21100,21010,21010,22000
galop,20000,21000,20010,20000,22000,22000,22000,22000,22100,22000,22000,22200,22220,22222,22000,22100,22000,22000,22000,22001,22001,22000,22000,22020,22000,22000,22000,22100,22000,22000,22020,21000,20000,20000,20100,20000,20020,21000,20020,20000,20000,20000,20100,20000,20120,20000,20000,20020,20000,20000,20000,20010,20000,21200,21200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,21000,20000,20000,20020,20020,20020,20000,20000,20020,20000,20000,20001,20000,20000,20000,21000,20010,20100,20000,20120,20000,21100,20000,20020,20010,20000,21100,21000,20100,20000,20000,20100,20000,21000,21000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20001,20200,20200,20000,20000,20001,21000,21100,20100,20100,20100,20102,20110,20110,20122,20120,20000,20020,20010,20010,20010,20010,20010,20210,20010,20010,20010,20010,21000,21000,21000,21000,21100,21000,21000,21000,20000,20002,20000,20000,20000,20000,20100,20002,20000,20000,20000,20000,20100,20000,20000,20000,20020,20010,20010,20010,20012,20010,20010,20020,20010,20000,21010,21000,20000,20000,20001,20020,20000,21000,21100,21010,21010,22000
gamba,20000,21002,20000,20000,22001,22020,22000,22000,22000,22000,22000,22000,22000,22000,22222,22200,22200,22200,22202,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,21010,20020,20010,20010,20010,20010,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21200,20200,20200,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,20010,20000,20000,21000,21000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20100,20020,20000,20000,20000,20000,20100,20000,20000,20000,20100,20100,20100,20000,20000,20000,20000,21001,21001,21001,21001,21001,21001,21001,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20200,20000,20000,20000,20100,21100,21010,20002,20202,22000
gamel,20010,21000,20000,20020,22000,22010,22020,22010,22022,22010,22020,22021,22001,22001,22200,22222,22220,22220,22200,22020,22020,22010,22020,22010,22010,22020,22020,22022,22020,22020,22000,21010,20010,20020,20022,20010,20010,21010,20010,20010,20010,20010,20012,20010,20012,20020,20010,20010,20020,20010,20010,20010,20010,21011,21012,20021,20021,20021,20011,20011,20011,20011,20011,20011,20012,20011,21210,20220,20210,20210,20210,20210,20020,20010,20010,20010,20010,20010,20020,20020,20010,21010,20010,20022,20010,20012,20010,21012,20010,20010,20010,20010,21012,21010,20022,20020,20020,20011,20010,21010,21010,20020,20010,20010,20010,21010,20022,20020,20010,20000,20010,20020,20011,20021,20000,20000,20000,21000,21001,20021,20011,20011,20101,20011,20021,20001,20001,20010,20100,20020,20000,20010,20110,20100,20121,20010,20000,20010,20020,21000,21000,21000,21000,21002,21000,21000,21000,20020,20020,20010,20010,20020,20020,20022,20020,20020,20020,20000,20000,20002,20110,20000,20000,20000,20020,20020,20020,20020,20020,20000,20000,20010,20000,21000,21010,20200,20000,20000,20000,20110,21110,21012,21010,21200,22000
gamen,20011,21001,20000,20020,22000,22010,22022,22010,22020,22011,22020,22020,22002,22000,22200,22220,22222,22220,22200,22022,22020,22010,22022,22010,22010,22022,22022,22020,22022,22020,22002,21010,20010,20020,20020,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,20022,20010,20010,20020,20010,20010,20010,20010,21010,21010,20020,20020,20022,20010,20010,20010,20010,20010,20010,20010,20010,21210,20220,20210,20210,20210,20210,20021,20011,20011,20011,20011,20010,20020,20022,20010,21010,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20020,20022,20020,20010,20010,21010,21010,20020,20010,20012,20010,21010,20020,20020,20012,20000,20010,20022,20010,20020,20001,20001,20000,21000,21001,20020,20010,20010,20100,20010,20020,20000,20000,20011,20101,20022,20002,20010,20110,20100,20120,20011,20000,20010,20020,21000,21000,21000,21000,21000,21002,21000,21000,20022,20020,20012,20011,20020,20020,20020,20020,20020,20020,20000,20001,20000,20110,20001,20001,20000,20020,20020,20022,20020,20020,20001,20000,20010,20000,21001,21010,20200,20001,20000,20000,20110,21110,21010,21010,21200,22000
gamer,20010,21000,20000,20021,22001,22010,22020,22010,22020,22010,22020,22020,22000,22000,22200,22220,22220,22222,22200,22020,22022,22011,22021,22011,22011,22020,22020,22020,22020,22020,22000,21010,20010,20020,20020,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,20020,20010,20010,20020,20010,20012,20010,20010,21010,21010,20020,20020,20020,20010,20010,20010,20010,20010,20010,20010,20010,21210,20220,20210,20210,20212,20210,20020,20010,20010,20011,20010,20010,20021,20021,20011,21012,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20020,20020,20022,20010,20011,21010,21010,20020,20010,20010,20010,21010,20020,20020,20010,20000,20010,20020,20010,20020,20000,20000,20000,21001,21000,20020,20010,20010,20100,20010,20020,20000,20002,20010,20100,20020,20000,20010,20110,20100,20120,20010,20001,20010,20022,21001,21001,21001,21001,21001,21001,21001,21001,20021,20021,20011,20011,20021,20021,20021,20021,20021,20021,20001,20001,20001,20111,20001,20001,20001,20021,20021,20021,20021,20021,20001,20001,20011,20001,21000,21010,20200,20000,20000,20001,20111,21111,21010,21010,21200,22000
gamma,20000,21002,20000,20000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22202,22200,22200,22200,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21200,20200,20200,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20100,20000,20000,20000,20020,20100,20100,20000,20000,20000,20000,21001,21001,21001,21001,21001,21001,21001,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20220,20000,20000,20000,20100,21100,21000,20002,20222,22000
gapen,20011,21001,20000,20020,22000,22010,22022,22010,22020,22011,22020,22020,22002,22100,22000,22020,22022,22020,22000,22222,22220,22010,22022,22010,22010,22022,22022,22020,22022,22020,22002,21010,20010,20020,20020,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,20022,20010,20010,20020,20010,20010,20010,20010,21010,21010,20020,20020,20022,20010,20010,20010,20010,20010,20010,20010,20010,21010,20020,20010,20010,20010,20010,20021,20011,20011,20011,20011,20210,20020,20022,20010,21010,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20020,20022,20020,20010,20010,21010,21010,20020,20010,20012,20010,21010,20020,20020,20012,20000,20010,20222,20010,20020,20001,20001,20200,21000,21001,20020,20010,20010,20100,20010,20020,20100,20000,20011,20001,20022,20002,20010,20010,20000,20020,20011,20000,20010,20020,21000,21000,21000,21000,21000,21002,21000,21000,20022,20120,20012,20011,20020,20020,20020,20120,20020,20020,20000,20001,20000,20010,20001,20001,20000,20020,20020,20022,20120,20020,20001,20000,20010,20000,21001,21010,20000,20001,20200,20000,20010,21010,21010,21010,21000,22000
gaper,20010,21000,20000,20021,22001,22010,22020,22010,22020,22010,22020,22020,22000,22100,22000,22020,22020,22022,22000,22220,22222,22011,22021,22011,22011,22020,22020,22020,22020,22020,22000,21010,20010,20020,20020,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,20020,20010,20010,20020,20010,20012,20010,20010,21010,21010,20020,20020,20020,20010,20010,20010,20010,20010,20010,20010,20010,21010,20020,20010,20010,20012,20010,20020,20010,20010,20011,20010,20210,20021,20021,20011,21012,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20020,20020,20022,20010,20011,21010,21010,20020,20010,20010,20010,21010,20020,20020,20010,20000,20010,20220,20010,20020,20000,20000,20200,21001,21000,20020,20010,20010,20100,20010,20020,20100,20002,20010,20000,20020,20000,20010,20010,20000,20020,20010,20001,20010,20022,21001,21001,21001,21001,21001,21001,21001,21001,20021,20121,20011,20011,20021,20021,20021,20121,20021,20021,20001,20001,20001,20011,20001,20001,20001,20021,20021,20021,20121,20021,20001,20001,20011,20001,21000,21010,20000,20000,20200,20001,20011,21011,21010,21010,21000,22000
garde,20001,21000,20020,20101,22110,22002,22011,22002,22001,22002,22001,22001,22000,22000,22000,22001,22001,22101,22000,22001,22101,22222,22201,22202,22202,22001,22001,22001,22001,22001,22000,21001,20002,20011,20001,20001,20011,21011,20012,20011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,20001,20002,21001,21001,20002,20001,20001,20011,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20101,20001,20001,20002,20001,20102,20001,20001,20201,20201,20201,21101,20001,20001,20001,20001,20002,21001,20001,20001,20001,20002,21001,21001,20001,20001,20101,20001,20101,21001,21001,20001,20011,20001,20001,21001,20001,20001,20001,20000,20002,20001,20022,20001,20020,20000,20000,21200,21000,20011,20001,20001,20000,20002,20011,20000,20100,20001,20000,20011,20010,20022,20002,20000,20001,20002,20200,20002,20101,21110,21100,21100,21100,21100,21100,21100,21100,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20100,20100,20100,20102,20110,20100,20100,20101,20101,20101,20101,20101,20110,20100,20102,20100,21000,21002,20000,20000,20000,20200,20201,21201,21001,21001,21000,22000
garen,20011,21001,20000,20120,22100,22010,22022,22010,22020,22011,22020,22020,22002,22000,22000,22020,22022,22120,22000,22022,22120,22210,22222,22210,22210,22022,22022,22020,22022,22020,22002,21010,20010,20020,20020,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,20022,20010,20010,20020,20010,20110,20010,20010,21010,21010,20020,20020,20022,20010,20010,20010,20010,20010,20010,20010,20010,21010,20020,20010,20010,20110,20010,20021,20011,20011,20111,20011,20010,20220,20222,20210,21110,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20020,20022,20120,20010,20110,21010,21010,20020,20010,20012,20010,21010,20020,20020,20012,20000,20010,20022,20010,20020,20001,20001,20000,21200,21001,20020,20010,20010,20000,20010,20020,20000,20100,20011,20001,20022,20002,20010,20010,20000,20020,20011,20200,20010,20120,21100,21100,21100,21100,21100,21102,21100,21100,20122,20120,20112,20111,20120,20120,20120,20120,20120,20120,20100,20101,20100,20110,20101,20101,20100,20120,20120,20122,20120,20120,20101,20100,20110,20100,21001,21010,20000,20001,20000,20200,20210,21210,21010,21010,21000,22000
garoe,20001,21000,20010,20101,22100,22002,22001,22002,22001,22002,22001,22001,22020,22020,22000,22001,22001,22101,22000,22001,22101,22202,22201,22222,22202,22001,22001,22001,22001,22001,22020,21001,20002,20001,20001,20001,20021,21001,20022,20001,20001,20001,20001,20001,20021,20001,20001,20021,20001,20001,20101,20011,20002,21001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20021,20121,20021,20001,20002,20021,20102,20001,20001,20201,20201,20201,21101,20011,20001,20001,20021,20002,21001,20001,20021,20011,20002,21001,21001,20001,20001,20101,20001,20101,21001,21001,20001,20001,20001,20001,21001,20001,20001,20001,20000,20002,20001,20002,20001,20000,20000,20000,21200,21000,20001,20001,20001,20000,20012,20011,20020,20120,20001,20020,20011,20010,20012,20012,20010,20011,20012,20210,20012,20111,21100,21100,21100,21100,21100,21100,21100,21100,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20100,20100,20100,20102,20100,20100,20120,20111,20111,20111,20111,20111,20110,20120,20112,20100,21010,21002,20000,20000,20000,20220,20201,21201,21001,21011,21010,22000
garve,20001,21000,20000,20101,22100,22002,22001,22002,22001,22002,22001,22001,22000,22000,22000,22001,22001,22101,22000,22001,22101,22202,22201,22202,22222,22001,22011,22001,22001,22001,22000,21001,20002,20001,20001,20001,20001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,20001,20002,21001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20101,20001,20001,20002,20001,20102,20001,20001,20201,20201,20201,21101,20001,20001,20001,20001,20002,21001,20001,20001,20001,20002,21011,21011,20011,20011,20111,20011,20111,21001,21001,20001,20001,20001,20001,21001,20001,20001,20001,20000,20002,20001,20002,20001,20000,20000,20000,21200,21000,20001,20001,20001,20000,20002,20001,20000,20100,20001,20000,20001,20000,20002,20002,20000,20001,20002,20200,20002,20101,21100,21100,21100,21100,21100,21100,21100,21100,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20100,20100,20100,20102,20100,20100,20100,20101,20101,20101,20101,20101,20100,20100,20102,20100,21000,21022,20000,20000,20000,20200,20201,21201,21001,21001,21000,22000
gaten,20111,21001,20000,20020,22000,22010,22022,22010,22020,22011,22020,22020,22002,22000,22000,22020,22022,22020,22000,22022,22020,22010,22022,22010,22010,22222,22022,22020,22022,22120,22002,21010,20010,20020,20020,20110,20010,21010,20010,20010,20110,20010,20010,20010,20010,20022,20110,20010,20020,20010,20010,20010,20110,21010,21010,20020,20020,20022,20010,20010,20010,20010,20010,20010,20010,20010,21010,20120,20010,20010,20010,20110,20121,20011,20111,20011,20011,20010,20020,20022,20110,21010,20010,20020,20010,20010,20110,21210,20210,20210,20210,20010,21010,21110,20020,20022,20020,20010,20010,21010,21010,20020,20010,20012,20010,21010,20020,20120,20012,20000,20010,20022,20010,20120,20001,20101,20000,21000,21001,20020,20010,20010,20000,20010,20020,20000,20000,20011,20001,20022,20002,20010,20010,20000,20020,20011,20000,20010,20020,21000,21000,21000,21000,21000,21002,21100,21000,20022,20020,20012,20011,20020,20020,20020,20020,20020,20120,20100,20001,20000,20010,20001,20101,20100,20020,20020,20022,20020,20120,20001,20100,20110,20000,21001,21010,20000,20101,20000,20000,20010,21010,21010,21010,21000,22000
gaven,20011,21001,20000,20020,22000,22010,22022,22010,22020,22011,22020,22020,22002,22000,22000,22020,22022,22020,22000,22022,22020,22010,22022,22010,22110,22022,22222,22020,22022,22020,22002,21010,20010,20020,20020,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,20022,20010,20010,20020,20010,20010,20010,20010,21010,21010,20020,20020,20022,20010,20010,20010,20010,20010,20010,20010,20010,21010,20020,20010,20010,20010,20010,20021,20011,20011,20011,20011,20010,20020,20022,20010,21010,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21210,21210,20220,20222,20220,20210,20210,21010,21010,20020,20010,20012,20010,21010,20020,20020,20012,20000,20010,20022,20010,20020,20001,20001,20000,21000,21001,20020,20010,20010,20000,20010,20020,20000,20000,20011,20001,20022,20002,20010,20010,20000,20020,20011,20000,20010,20020,21000,21000,21000,21000,21000,21002,21000,21000,20022,20020,20012,20011,20020,20020,20020,20020,20020,20020,20000,20001,20000,20010,20001,20001,20000,20020,20020,20022,20020,20020,20001,20000,20010,20000,21001,21110,20000,20001,20000,20000,20010,21010,21010,21010,21000,22000
gazel,20010,21000,20000,20020,22000,22010,22020,22010,22022,22010,22020,22021,22001,22001,22000,22022,22020,22020,22000,22020,22020,22010,22020,22010,22010,22020,22020,22222,22220,22220,22200,21010,20010,20020,20022,20010,20010,21010,20010,20010,20010,20010,20012,20010,20012,20020,20010,20010,20020,20010,20010,20010,20010,21011,21012,20021,20021,20021,20011,20011,20011,20011,20011,20011,20012,20011,21010,20020,20010,20010,20010,20010,20020,20010,20010,20010,20010,20010,20020,20020,20010,21010,20010,20022,20010,20012,20010,21012,20010,20010,20010,20110,21012,21010,20022,20020,20020,20011,20010,21010,21010,20020,20010,20010,20010,21210,20222,20220,20210,20000,20010,20020,20011,20021,20000,20000,20000,21000,21001,20021,20011,20011,20001,20011,20021,20001,20001,20010,20000,20020,20000,20010,20010,20000,20021,20010,20000,20010,20220,21000,21000,21000,21000,21002,21000,21000,21000,20020,20020,20010,20010,20020,20020,20022,20020,20020,20020,20000,20000,20002,20010,20000,20000,20000,20020,20020,20020,20020,20020,20000,20000,20010,20000,21000,21010,20000,20000,20000,20000,20010,21010,21012,21010,21000,22000
