Guess,haags,hamas,hanze,hindi,haagt,haaks,haard,haast,hab1t,hadji,hagel,hagen,haiku,haken,hakje,halal,halen,hallo,halma,halte,halve,hamam,hamas,hamei,hamel,hamer,hands,hanig,hapax,hapje,happy,haram,harem,haren,harig,harp1,harre,harst,haten,hater,haven,haver,havik,hazen,heavy,hecht,heden,heeft,heffe,hegge,heide,heien,heier,heiig,heila,heisa,hekel,helen,heler,helft,helix,hemel,henen,henna,henry,herig,herik,heros,hertz,hesen,heten,hetze,hetz1,hevea,hevel,hevig,hiaat,hield,hielp,hieuw,hihat,h1gen,h1ger,h1sen,hinde,hints,hitte,hobby,hoeks,hoera,hoeri,hoest,hoeve,hoezo,hofje,hogen,hoger,holen,holst,holte,honds,honen,honig,hoofd,hoofs,hoorn,hopen,hopje,hopla,hoppe,hopsa,horde,horen,horig,horst,hotel,house,hoven,hozen,https,hulde,hulst,humor,humus,huren,husky,huwen,hydra,hyena,hymen,hymne,hypen,hyper,hysop,hoede,hoela,hades,hiken,haker,haler
heffe,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,21000,20002,20000,21000,20000,20000,20002,20002,20000,20000,21000,21000,21000,20000,20000,20000,20002,20000,20000,21000,21000,20000,20000,20002,20000,21000,21000,21000,21000,20000,21000,22000,22000,22001,22021,22222,22002,22002,22001,22001,22000,22000,22000,22001,22001,22001,22020,22000,22001,22001,22000,22000,22000,22000,22000,22000,22001,22001,22002,22000,22001,22001,22000,20000,21000,21000,21000,20000,21000,21000,21000,20002,20000,20002,20000,21000,21000,21000,21000,21002,21000,20202,21000,21000,21000,20000,20002,20000,21000,20000,20020,20020,20000,21000,20002,20000,20002,20000,20002,21000,20000,20000,21000,20002,21000,21000,20000,20002,20000,20000,20000,21000,20000,21000,20000,21000,21000,20002,21000,21000,20000,21002,21000,21000,21000,21000,21000
hegge,20020,20000,20002,20000,20020,20000,20000,20000,20000,20000,21200,21200,20000,21000,20002,20000,21000,20000,20000,20002,20002,20000,20000,21000,21000,21000,20000,20100,20000,20002,20000,20000,21000,21000,20100,20000,20002,20000,21000,21000,21000,21000,20000,21000,22000,22000,22001,22001,22002,22222,22002,22001,22001,22100,22000,22000,22001,22001,22001,22000,22000,22001,22001,22000,22000,22100,22000,22000,22000,22001,22001,22002,22000,22001,22001,22100,20000,21000,21000,21000,20000,21200,21200,21000,20002,20000,20002,20000,21000,21000,21000,21000,21002,21000,20002,21200,21200,21000,20000,20002,20000,21000,20100,20000,20000,20000,21000,20002,20000,20002,20000,20002,21000,20100,20000,21000,20002,21000,21000,20000,20002,20000,20000,20000,21000,20000,21000,20000,21000,21000,20002,21000,21000,20000,21002,21000,21000,21000,21000,21000
heide,20000,20000,20002,20120,20000,20000,20010,20000,20000,20110,21000,21000,20200,21000,20002,20000,21000,20000,20000,20002,20002,20000,20000,21100,21000,21000,20020,20100,20000,20002,20000,20000,21000,21000,20100,20000,20002,20000,21000,21000,21000,21000,20100,21000,22000,22000,22011,22001,22002,22002,22222,22201,22201,22200,22200,22200,22001,22001,22001,22000,22100,22001,22001,22000,22000,22100,22100,22000,22000,22001,22001,22002,22000,22001,22001,22100,20100,21110,21100,21100,20100,21000,21000,21000,20122,20100,20102,20000,21000,21000,21100,21000,21002,21000,20002,21000,21000,21000,20000,20002,20020,21000,20100,20010,20000,20000,21000,20002,20000,20002,20000,20022,21000,20100,20000,21000,20002,21000,21000,20000,20022,20000,20000,20000,21000,20000,21000,20010,21000,21000,20002,21000,21000,20000,21022,21000,21010,21100,21000,21000
heien,20000,20000,21001,20101,20000,20000,20000,20000,20000,20100,20020,20022,20200,20022,21000,20000,20022,20000,20000,21000,21000,20000,20000,20120,20020,20020,20001,20101,20000,21000,20000,20000,20020,20022,20100,20000,21000,20000,20022,20020,20022,20020,20100,20022,22000,22000,22022,22010,22010,22010,22210,22222,22220,22200,22200,22200,22020,22022,22020,22000,22100,22020,22022,22001,22001,22100,22100,22000,22000,22022,22022,22010,22000,22020,22020,22100,20100,21100,21100,21100,20100,20022,20020,20022,21101,20101,21100,20000,21000,21000,21100,21000,21010,21000,21000,20022,20020,20022,20000,21000,20001,20022,20101,20000,20000,20002,20022,21000,20000,21000,20000,21000,20022,20100,20000,20020,21000,20022,20022,20000,21000,20000,20000,20000,20022,20000,20022,20000,21001,20022,21001,20022,20020,20000,21010,21000,20020,20122,20020,20020
heier,20000,20000,21000,20100,20000,20000,20001,20000,20000,20100,20020,20020,20200,20020,21000,20000,20020,20000,20000,21000,21000,20000,20000,20120,20020,20022,20000,20100,20000,21000,20000,20001,20021,20021,20101,20001,21001,20001,20020,20022,20020,20022,20100,20020,22000,22000,22020,22010,22010,22010,22210,22220,22222,22200,22200,22200,22020,22020,22022,22000,22100,22020,22020,22000,22001,22101,22101,22001,22001,22020,22020,22010,22000,22020,22020,22100,20100,21100,21100,21100,20100,20020,20022,20020,21100,20100,21100,20000,21000,21001,21101,21000,21010,21000,21000,20020,20022,20020,20000,21000,20000,20020,20100,20000,20000,20001,20020,21000,20000,21000,20000,21001,20021,20101,20001,20020,21000,20020,20020,20000,21000,20000,20002,20000,20021,20000,20020,20001,21000,20020,21000,20020,20022,20000,21010,21000,20020,20120,20022,20022
heiig,20001,20000,21000,20110,20001,20000,20000,20000,20000,20100,21001,21001,20200,21000,21000,20000,21000,20000,20000,21000,21000,20000,20000,21100,21000,21000,20000,20022,20000,21000,20000,20000,21000,21000,20022,20000,21000,20000,21000,21000,21000,21000,20020,21000,22000,22000,22000,22000,22000,22001,22200,22200,22200,22222,22200,22200,22000,22000,22000,22000,22020,22000,22000,22000,22000,22022,22020,22000,22000,22000,22000,22000,22000,22000,22000,22022,20100,21100,21100,21100,20100,21001,21001,21000,21100,20100,21100,20000,21000,21000,21100,21000,21000,21000,21000,21001,21001,21000,20000,21000,20000,21000,20022,20000,20000,20000,21000,21000,20000,21000,20000,21000,21000,20022,20000,21000,21000,21000,21000,20000,21000,20000,20000,20000,21000,20000,21000,20000,21000,21000,21000,21000,21000,20000,21000,21000,21000,21100,21000,21000
heila,20001,20001,21001,20100,20001,20001,20001,20001,20001,20101,21011,21001,20201,21001,21001,20011,21011,20021,20012,21011,21011,20001,20001,21101,21011,21001,20001,20101,20001,21001,20001,20001,21001,21001,20101,20001,21001,20001,21001,21001,21001,21001,20101,21001,22001,22000,22000,22000,22000,22000,22200,22200,22200,22200,22222,22202,22010,22010,22010,22010,22110,22010,22000,22002,22000,22100,22100,22000,22000,22000,22000,22000,22000,22002,22010,22100,20101,21120,21120,21100,20101,21000,21000,21000,21100,20100,21100,20000,21000,21002,21100,21000,21000,21000,21000,21000,21000,21010,20010,21010,20000,21000,20100,20000,20000,20000,21000,21000,20022,21000,20002,21000,21000,20100,20000,21010,21000,21000,21000,20000,21010,20010,20000,20000,21000,20000,21000,20002,21002,21000,21000,21000,21000,20000,21000,21022,21001,21100,21001,21011
heisa,20011,20011,21001,20100,20001,20011,20001,20021,20001,20101,21001,21001,20201,21001,21001,20001,21001,20001,20002,21001,21001,20001,20011,21101,21001,21001,20011,20101,20001,21001,20001,20001,21001,21001,20101,20001,21001,20021,21001,21001,21001,21001,20101,21001,22001,22000,22000,22000,22000,22000,22200,22200,22200,22200,22202,22222,22000,22000,22000,22000,22100,22000,22000,22002,22000,22100,22100,22010,22000,22010,22000,22000,22000,22002,22000,22100,20101,21100,21100,21100,20101,21000,21000,21010,21100,20110,21100,20000,21010,21002,21100,21020,21000,21000,21000,21000,21000,21000,20020,21000,20010,21000,20100,20000,20010,20000,21000,21000,20002,21000,20022,21000,21000,20100,20020,21000,21020,21000,21000,20010,21000,20020,20000,20010,21000,20010,21000,20002,21002,21000,21000,21000,21000,20010,21000,21002,21011,21100,21001,21001
hekel,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20022,20020,20100,20220,21200,20002,20021,20001,20001,21001,21001,20000,20000,20020,20022,20020,20000,20000,20000,21000,20000,20000,20020,20020,20000,20000,21000,20000,20020,20020,20020,20020,20100,20020,22000,22000,22020,22010,22010,22010,22010,22020,22020,22000,22001,22000,22222,22021,22021,22001,22001,22022,22020,22000,22000,22000,22100,22000,22000,22020,22020,22010,22000,22020,22022,22000,20000,21001,21001,21000,20000,20020,20020,20020,21000,20000,21000,20000,21100,21000,21000,21000,21010,21000,21000,20020,20020,20021,20001,21001,20000,20020,20000,20000,20000,20000,20020,21000,20001,21000,20000,21000,20020,20000,20000,20022,21000,20020,20020,20000,21001,20001,20000,20000,20020,20100,20020,20000,21000,20020,21000,20020,20020,20000,21010,21001,20020,20220,20220,20021
helen,20000,20000,21001,20001,20000,20000,20000,20000,20000,20000,20120,20022,20000,20022,21000,20200,20222,20200,20200,21200,21200,20000,20000,20020,20120,20020,20001,20001,20000,21000,20000,20000,20020,20022,20000,20000,21000,20000,20022,20020,20022,20020,20000,20022,22000,22000,22022,22010,22010,22010,22010,22022,22020,22000,22100,22000,22120,22222,22220,22200,22200,22120,22022,22001,22001,22000,22000,22000,22000,22022,22022,22010,22000,22020,22120,22000,20000,21100,21100,21000,20000,20022,20020,20022,21001,20001,21000,20000,21000,21000,21000,21000,21010,21000,21000,20022,20020,20222,20200,21200,20001,20022,20001,20000,20000,20002,20022,21000,20100,21000,20000,21000,20022,20000,20000,20120,21000,20022,20022,20000,21200,20200,20000,20000,20022,20000,20022,20000,21001,20022,21001,20022,20020,20000,21010,21100,20020,20022,20020,20220
heler,20000,20000,21000,20000,20000,20000,20001,20000,20000,20000,20120,20020,20000,20020,21000,20200,20220,20200,20200,21200,21200,20000,20000,20020,20120,20022,20000,20000,20000,21000,20000,20001,20021,20021,20001,20001,21001,20001,20020,20022,20020,20022,20000,20020,22000,22000,22020,22010,22010,22010,22010,22020,22022,22000,22100,22000,22120,22220,22222,22200,22200,22120,22020,22000,22001,22001,22001,22001,22001,22020,22020,22010,22000,22020,22120,22000,20000,21100,21100,21000,20000,20020,20022,20020,21000,20000,21000,20000,21000,21001,21001,21000,21010,21000,21000,20020,20022,20220,20200,21200,20000,20020,20000,20000,20000,20001,20020,21000,20100,21000,20000,21001,20021,20001,20001,20120,21000,20020,20020,20000,21200,20200,20002,20000,20021,20000,20020,20001,21000,20020,21000,20020,20022,20000,21010,21100,20020,20020,20022,20222
helft,20000,20000,21000,20000,20002,20000,20000,20002,20002,20000,21100,21000,20000,21000,21000,20200,21200,20200,20200,21201,21200,20000,20000,21000,21100,21000,20000,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20002,21001,21001,21000,21000,20000,21000,22000,22002,22000,22022,22020,22000,22000,22000,22000,22000,22100,22000,22100,22200,22200,22222,22200,22100,22000,22000,22000,22000,22000,22000,22001,22000,22001,22001,22001,22000,22100,22000,20002,21100,21100,21000,20002,21000,21000,21000,21000,20001,21001,20000,21000,21000,21000,21002,21000,21000,21010,21000,21000,21200,20202,21201,20000,21000,20000,20020,20020,20000,21000,21000,20100,21000,20000,21000,21000,20000,20002,21101,21000,21000,21000,20001,21200,20202,20000,20000,21000,20000,21000,20000,21000,21000,21000,21000,21000,20000,21000,21100,21000,21000,21000,21200
helix,20000,20000,21000,20010,20000,20000,20000,20000,20000,20010,21100,21000,20010,21000,21000,20200,21200,20200,20200,21200,21200,20000,20000,21010,21100,21000,20000,20020,20002,21000,20000,20000,21000,21000,20020,20000,21000,20000,21000,21000,21000,21000,20020,21000,22000,22000,22000,22000,22000,22000,22010,22010,22010,22020,22110,22010,22100,22200,22200,22200,22222,22100,22000,22000,22000,22020,22020,22000,22000,22000,22000,22000,22000,22000,22100,22020,20010,21110,21110,21010,20010,21000,21000,21000,21010,20010,21010,20000,21000,21000,21010,21000,21000,21000,21000,21000,21000,21200,20200,21200,20000,21000,20020,20000,20000,20000,21000,21000,20100,21000,20000,21000,21000,20020,20000,21100,21000,21000,21000,20000,21200,20200,20000,20000,21000,20000,21000,20000,21000,21000,21000,21000,21000,20000,21000,21100,21000,21010,21000,21200
hemel,20000,20200,21000,20000,20000,20000,20000,20000,20000,20000,20022,20020,20000,20020,21000,20002,20021,20001,20101,21001,21001,20200,20200,20220,20222,20220,20000,20000,20000,21000,20000,20100,20120,20020,20000,20000,21000,20000,20020,20020,20020,20020,20000,20020,22000,22000,22020,22010,22010,22010,22010,22020,22020,22000,22001,22000,22022,22021,22021,22001,22001,22222,22020,22000,22000,22000,22000,22000,22000,22020,22020,22010,22000,22020,22022,22000,20000,21001,21001,21000,20000,20020,20020,20020,21000,20000,21000,20000,21000,21000,21000,21000,21010,21000,21000,20020,20020,20021,20001,21001,20000,20020,20000,20000,20000,20000,20020,21000,20001,21000,20000,21000,20020,20000,20000,20022,21000,20020,20020,20000,21001,20001,20200,20200,20020,20000,20020,20000,21000,20220,21200,20020,20020,20000,21010,21001,20020,20020,20020,20021
henen,20000,20000,21200,20200,20000,20000,20000,20000,20000,20000,20020,20022,20000,20022,21000,20000,20022,20000,20000,21000,21000,20000,20000,20020,20020,20020,20200,20200,20000,21000,20000,20000,20020,20022,20000,20000,21000,20000,20022,20020,20022,20020,20000,20022,22000,22000,22022,22010,22010,22010,22010,22022,22020,22000,22000,22000,22020,22022,22020,22000,22000,22020,22222,22201,22200,22000,22000,22000,22000,22022,22022,22010,22000,22020,22020,22000,20000,21000,21000,21000,20000,20022,20020,20022,21200,20200,21000,20000,21000,21000,21000,21000,21010,21000,21000,20022,20020,20022,20000,21000,20200,20222,20200,20000,20000,20002,20022,21000,20000,21000,20000,21000,20022,20000,20000,20020,21000,20022,20022,20000,21000,20000,20000,20000,20022,20000,20022,20000,21100,20022,21100,20022,20020,20000,21010,21000,20020,20022,20020,20020
henna,20001,20001,21201,20200,20001,20001,20001,20001,20001,20001,21001,21101,20001,21101,21001,20001,21101,20001,20002,21001,21001,20001,20001,21001,21001,21001,20201,20201,20001,21001,20001,20001,21001,21101,20001,20001,21001,20001,21101,21001,21101,21001,20001,21101,22001,22000,22100,22000,22000,22000,22000,22100,22000,22000,22002,22002,22000,22100,22000,22000,22000,22000,22210,22222,22200,22000,22000,22000,22000,22100,22100,22000,22000,22002,22000,22000,20001,21000,21000,21000,20001,21100,21000,21100,21200,20200,21000,20000,21000,21002,21000,21000,21000,21000,21000,21100,21000,21100,20000,21000,20200,21210,20200,20000,20000,20100,21100,21000,20002,21000,20002,21000,21100,20000,20000,21000,21000,21100,21100,20000,21000,20000,20000,20000,21100,20000,21100,20002,21022,21100,21020,21100,21000,20000,21000,21002,21001,21100,21001,21001
henry,20000,20000,21200,20200,20000,20000,20020,20000,20000,20000,21000,21100,20000,21100,21000,20000,21100,20000,20000,21000,21000,20000,20000,21000,21000,21010,20200,20200,20000,21000,20002,20010,21010,21110,20010,20010,21020,20010,21100,21010,21100,21010,20000,21100,22002,22000,22100,22000,22000,22000,22000,22100,22010,22000,22000,22000,22000,22100,22010,22000,22000,22000,22200,22200,22222,22010,22010,22010,22010,22100,22100,22000,22000,22000,22000,22000,20000,21000,21000,21000,20000,21100,21010,21100,21200,20200,21000,20002,21000,21020,21020,21000,21000,21000,21000,21100,21010,21100,20000,21000,20200,21200,20200,20000,20000,20120,21100,21000,20000,21000,20000,21010,21110,20010,20010,21000,21000,21100,21100,20000,21000,20000,20010,20000,21110,20002,21100,20021,21101,21101,21101,21101,21011,20001,21000,21000,21000,21100,21010,21010
herig,20001,20000,21000,20010,20001,20000,20100,20000,20000,20010,21001,21001,20010,21000,21000,20000,21000,20000,20000,21000,21000,20000,20000,21010,21000,21100,20000,20022,20000,21000,20000,20200,21200,21200,20222,20200,21200,20200,21000,21100,21000,21100,20020,21000,22000,22000,22000,22000,22000,22001,22010,22010,22110,22022,22010,22010,22000,22000,22100,22000,22020,22000,22000,22000,22100,22222,22220,22200,22200,22000,22000,22000,22000,22000,22000,22022,20010,21010,21010,21010,20010,21001,21101,21000,21010,20010,21010,20000,21000,21100,21110,21000,21000,21000,21000,21001,21101,21000,20000,21000,20000,21000,20022,20000,20000,20100,21000,21000,20000,21000,20000,21200,21200,20222,20200,21000,21000,21000,21000,20000,21000,20000,20100,20000,21200,20000,21000,20100,21000,21000,21000,21000,21100,20000,21000,21000,21000,21010,21100,21100
herik,20000,20000,21000,20010,20000,20001,20100,20000,20000,20010,21000,21000,20011,21001,21001,20000,21000,20000,20000,21000,21000,20000,20000,21010,21000,21100,20000,20020,20000,21000,20000,20200,21200,21200,20220,20200,21200,20200,21000,21100,21000,21100,20022,21000,22000,22000,22000,22000,22000,22000,22010,22010,22110,22020,22010,22010,22001,22000,22100,22000,22020,22000,22000,22000,22100,22220,22222,22200,22200,22000,22000,22000,22000,22000,22000,22020,20010,21010,21010,21010,20010,21000,21100,21000,21010,20010,21010,20000,21001,21100,21110,21000,21000,21000,21000,21000,21100,21000,20000,21000,20000,21000,20020,20000,20000,20100,21000,21000,20000,21000,20000,21200,21200,20220,20200,21000,21000,21000,21000,20000,21000,20000,20100,20000,21200,20001,21000,20100,21000,21000,21000,21000,21100,20000,21000,21000,21000,21011,21101,21100
heros,20002,20002,21000,20000,20000,20002,20100,20001,20000,20000,21000,21000,20000,21000,21000,20000,21000,20010,20000,21000,21000,20000,20002,21000,21000,21100,20002,20000,20000,21000,20000,20200,21200,21200,20200,20200,21200,20201,21000,21100,21000,21100,20000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22001,22000,22000,22100,22000,22000,22000,22000,22000,22100,22200,22200,22222,22200,22001,22000,22000,22000,22000,22000,22000,20000,21000,21000,21000,20000,21000,21100,21001,21000,20002,21000,20010,21012,21110,21110,21011,21010,21010,21010,21010,21110,21010,20011,21010,20012,21010,20010,20010,20012,20110,21010,21010,20010,21010,20011,21210,21210,20210,20211,21010,21011,21010,21010,20002,21000,20001,20120,20002,21200,20001,21000,20100,21000,21000,21000,21000,21100,20021,21010,21010,21002,21000,21100,21100
hertz,20000,20000,21001,20000,20010,20000,20100,20010,20010,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,21020,21000,20000,20000,21000,21000,21100,20000,20000,20000,21000,20000,20200,21200,21200,20200,20200,21200,20210,21010,21110,21000,21100,20000,21001,22000,22010,22000,22010,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22100,22010,22000,22000,22000,22000,22100,22200,22200,22200,22222,22000,22010,22011,22011,22000,22000,22000,20010,21000,21000,21000,20010,21000,21100,21000,21000,20020,21020,20000,21000,21100,21100,21010,21000,21001,21000,21000,21100,21000,20010,21020,20000,21000,20000,20000,20000,20100,21000,21000,20000,21000,20000,21200,21200,20200,20210,21010,21000,21000,21001,20010,21000,20010,20100,20000,21200,20000,21000,20100,21000,21000,21000,21000,21100,20000,21000,21000,21000,21000,21100,21100
hesen,20100,20100,21001,20001,20000,20100,20000,20100,20000,20000,20020,20022,20000,20022,21000,20000,20022,20000,20000,21000,21000,20000,20100,20020,20020,20020,20101,20001,20000,21000,20000,20000,20020,20022,20000,20000,21000,20100,20022,20020,20022,20020,20000,20022,22000,22000,22022,22010,22010,22010,22010,22022,22020,22000,22000,22100,22020,22022,22020,22000,22000,22020,22022,22001,22001,22000,22000,22100,22000,22222,22022,22010,22000,22020,22020,22000,20000,21000,21000,21000,20000,20022,20020,20222,21001,20101,21000,20000,21100,21000,21000,21100,21010,21000,21000,20022,20020,20022,20100,21000,20101,20022,20001,20000,20100,20002,20022,21000,20000,21000,20100,21000,20022,20000,20100,20020,21100,20022,20022,20100,21000,20100,20000,20100,20022,20200,20022,20000,21001,20022,21001,20022,20020,20200,21010,21000,20120,20022,20020,20020
heten,20000,20000,21001,20001,20100,20000,20000,20100,20100,20000,20020,20022,20000,20022,21000,20000,20022,20000,20000,21100,21000,20000,20000,20020,20020,20020,20001,20001,20000,21000,20000,20000,20020,20022,20000,20000,21000,20100,20222,20220,20022,20020,20000,20022,22000,22100,22022,22110,22010,22010,22010,22022,22020,22000,22000,22000,22020,22022,22020,22100,22000,22020,22022,22001,22001,22000,22000,22000,22100,22022,22222,22210,22200,22020,22020,22000,20100,21000,21000,21000,20100,20022,20020,20022,21001,20101,21200,20000,21000,21000,21000,21100,21010,21000,21000,20022,20020,20022,20100,21100,20001,20022,20001,20000,20000,20002,20022,21000,20000,21000,20000,21000,20022,20000,20100,20220,21000,20022,20022,20200,21000,20100,20000,20000,20022,20000,20022,20000,21001,20022,21001,20022,20020,20000,21010,21000,20020,20022,20020,20020
