Guess,parbo,par1s,pasen,polen,pools,pruis,paaps,paard,paars,paart,pacen,pacht,paddo,paddy,paden,padie,pager,pages,pak1s,pakje,palen,palet,palts,pampa,panda,panel,panen,panna,panne,panty,paper,papil,papje,pappa,parel,paren,paret,paria,parka,part1,party,pasar,pasja,pasje,passe,pasta,patat,patch,pater,patio,pauze,pedel,pedis,pegel,pekel,pelen,peluw,penis,penny,peper,peren,pesto,peter,pezen,pezig,piano,piepa,p1len,p1ler,p1nen,p1pen,p1per,p1pje,piket,pikol,pilav,pinas,pinda,pioen,pipet,piste,pitje,pitte,pixel,pizza,plaag,plaat,plaid,plane,plank,plano,plant,plebs,pleet,plein,pleit,plemp,plens,plint,ploeg,plomp,plons,plooi,ploos,ploot,plots,pluim,pluis,poeha,poema,poets,pogen,poger,poken,poker,polak,polio,polis,polka,ponem,poort,popel,porem,porie,porno,porto,porum,poses,potas,poten,poter,potig,potje,poule,pover,power,pozen,praal,praam,praat,prang,prauw,preek,prent,priel,priem,prima,prime,primo,prins,print,prion,prior,proef,promo,pronk,pront,prooi,prove,provo,proxy,proza,pruik,pruim,prune,pruts,psalm,puber,pubis,puist,punch,pupil,puppy,puree,puren,putse,putto,pylon,pingo,plurk,pangi,parwa,peies
pesto,20002,20100,21200,21001,20101,20100,20100,20000,20100,20010,21000,20010,20002,20000,21000,21000,21000,21100,20100,21000,21000,21010,20120,20000,20000,21000,21000,20000,21000,20020,21000,20000,21000,20000,21000,21000,21010,20000,20000,20020,20020,20200,20200,21200,21200,20220,20010,20010,21010,20012,21000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22000,22222,22010,22000,22000,20002,21000,21000,21000,21000,21000,21000,21000,21010,20001,20000,20100,20000,21001,21010,21220,21010,21020,21000,20000,20000,20010,20000,21000,20000,20002,20010,21100,21010,21000,21010,21000,21100,20010,21001,20001,20101,20001,20101,20011,20121,20000,20100,21001,21001,21121,21001,21001,21001,21001,20001,20002,20101,20001,21001,20011,21001,21001,21001,20002,20022,20001,21201,20111,21011,21011,20011,21011,21001,21001,21001,21001,20000,20000,20010,20000,20000,21000,21010,21000,21000,20000,21000,20002,20100,20010,20001,20001,21001,20002,20001,20011,20001,21001,20002,20001,20001,20000,20000,21000,20120,20100,21000,20100,20110,20000,20000,20000,21000,21000,21110,20022,20001,20002,20000,20000,20000,22100
peter,20001,20001,20020,20020,20000,20001,20000,20001,20001,20101,20020,20100,20000,20000,20020,21000,20022,20020,20000,21000,20020,20120,20100,20000,20000,20020,20020,20000,21000,20100,20022,20000,21000,20000,20021,20021,20121,20001,20001,20101,20101,20002,20000,21000,21000,20100,20200,20200,20222,20200,21000,22020,22000,22020,22020,22020,22000,22000,22000,22022,22021,22100,22222,22020,22000,20000,21000,20020,20022,20020,20020,20022,21000,20120,20000,20000,20000,20000,20020,20120,21100,21200,21200,20020,20000,20000,20100,20000,21000,20000,20000,20100,21000,21120,21000,21100,21000,21000,20100,20020,20000,20000,20000,20000,20100,20100,20000,20000,21000,21000,21100,20020,20022,20020,20022,20000,20000,20000,20000,20020,20101,20020,20021,21001,20001,20101,20001,20020,20200,20220,20222,20200,21200,21000,20022,20022,20020,20001,20001,20101,20001,20001,21021,21101,20021,20021,20001,21001,20001,20001,20101,20001,20002,20021,20001,20001,20101,20001,21001,20001,20001,20001,20001,20001,21001,20101,20000,20022,20000,20100,20000,20000,20000,21021,20021,21200,20200,20000,20000,20001,20000,20001,22020
pezen,20000,20000,20022,20022,20000,20000,20000,20000,20000,20000,20022,20000,20000,20000,20022,21000,20020,20020,20000,21000,20022,20020,20000,20000,20001,20021,20022,20001,21001,20001,20020,20000,21000,20000,20020,20022,20020,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20020,20000,21100,22020,22000,22020,22020,22022,22000,22001,22001,22020,22022,22000,22020,22222,22200,20001,21000,20022,20020,20022,20022,20020,21000,20020,20000,20000,20001,20001,20022,20020,21000,21000,21000,20020,20200,20000,20000,20000,21001,20001,20001,20001,21000,21020,21002,21000,21000,21001,20001,20020,20000,20001,20000,20000,20000,20000,20000,20000,21000,21000,21000,20022,20020,20022,20020,20000,20000,20000,20000,20021,20000,20020,20020,21000,20001,20000,20000,20020,20000,20022,20020,20000,21000,21000,20020,20020,20222,20000,20000,20000,20001,20000,21020,21001,20020,20020,20000,21000,20000,20001,20001,20002,20000,20020,20000,20001,20001,20000,21000,20000,20000,20100,20000,20000,21001,20000,20000,20020,20000,20000,20001,20000,20000,21020,20022,21000,20000,20002,20001,20000,20001,20000,22020
pezig,20000,20000,21000,21000,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,21000,21020,21001,21001,20000,21000,21000,21000,20000,20000,20000,21000,21000,20000,21000,20000,21000,20020,21000,20000,21000,21000,21000,20020,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,21000,20020,21100,22000,22020,22001,22000,22000,22000,22020,22000,22000,22000,22000,22000,22200,22222,20010,21010,21000,21000,21000,21000,21000,21000,21010,20010,20010,20010,20010,21010,21010,21010,21010,21010,21010,20210,20002,20000,20020,21000,20000,20000,20000,21000,21000,21020,21020,21000,21000,20010,21002,20000,20000,20010,20000,20000,20000,20020,20020,21000,21000,21000,21001,21001,21000,21000,20000,20020,20020,20000,21000,20000,21000,21000,21020,20000,20000,20000,21000,20000,21000,21000,20022,21000,21000,21000,21000,21200,20000,20000,20000,20002,20000,21000,21000,21010,21010,20010,21010,20010,20010,20010,20010,20010,21000,20000,20000,20000,20010,21000,20000,20000,20100,20020,20020,21000,20000,20000,21000,20020,20010,20000,20020,20000,21000,21000,21000,20000,20000,20011,20000,20011,20000,22010
piano,20102,20100,20110,20011,20001,21000,20200,20200,20200,20200,20110,20100,20102,20100,20110,21100,20100,20100,20100,20100,20110,20100,20100,20100,20110,20110,20110,20120,20120,20110,20100,21100,20100,20100,20100,20110,20100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21102,20100,20000,21000,20000,20000,20010,20000,21010,20020,20000,20010,20002,20000,20010,21000,22222,22100,20010,20000,20010,20010,20000,20000,22000,22001,22100,22110,22110,22011,22000,22000,22000,22000,22000,22100,20200,20200,21200,20220,20220,20222,20220,20000,20000,21010,21000,20000,20020,21020,20001,20001,20021,21001,20001,20001,20001,21000,21000,20101,20101,20001,20011,20001,20011,20001,20101,21002,21001,20101,20011,20001,20001,20001,21001,20022,20002,20001,20001,20101,20011,20001,21001,20001,20001,20001,20001,20011,20200,20200,20200,20220,20200,20000,20020,21000,21000,21100,21000,21002,21020,21020,21011,21001,20001,20002,20021,20021,21001,20001,20002,20001,20101,21000,21000,20020,20000,20200,20000,21000,21000,20010,21000,20000,20000,20010,20000,20002,20011,22012,20000,21110,20100,21000
piepa,20001,20001,20101,20100,20000,21000,20021,20001,20001,20001,20101,20001,20001,20001,20101,21101,20101,20101,20001,20101,20101,20101,20001,20022,20002,20101,20101,20002,20101,20001,20111,21011,20111,20022,20101,20101,20101,21002,20002,20001,20001,20001,20002,20101,20101,20002,20001,20001,20101,21001,20101,20100,21100,20100,20100,20100,20100,21100,20100,20110,20100,20100,20100,20100,21100,22001,22222,20100,20100,20100,20110,20110,20110,22100,22000,22001,22001,22002,22100,22110,22100,22100,22100,22100,22002,20001,20001,21001,20101,20001,20001,20001,20200,20200,21200,21200,20210,20200,21000,20100,20010,20000,21000,20000,20000,20000,21000,21000,20202,20202,20200,20100,20100,20100,20100,20001,21000,21000,20002,20100,20000,20110,20100,21100,20000,20000,20000,20100,20001,20100,20100,21000,20100,20100,20100,20100,20100,20001,20001,20001,20001,20001,20200,20200,21100,21100,21002,21100,21000,21000,21000,21000,21000,20100,20000,20000,20000,21000,20100,20000,20000,20002,21000,21000,20100,20000,20001,20100,21000,21000,20000,21010,20020,20100,20100,20100,20000,20000,22000,20000,21001,20002,21100
p1len,20000,21000,20022,20222,20100,20000,20000,20000,20000,20000,20022,20000,20000,20000,20022,20010,20020,20020,21000,20010,20222,20220,20200,20000,20001,20121,20022,20001,20011,20001,20020,20100,20010,20000,20120,20022,20020,20000,20000,21000,20000,20000,20000,20010,20010,20000,20000,20000,20020,20000,20010,20120,20010,20120,20120,20222,20210,20011,20011,20020,20022,20010,20020,20022,20010,20001,20010,22222,22220,22022,22022,22020,22010,20020,20100,20200,20001,20001,20022,20020,20010,20010,20010,20120,20000,20100,20100,20100,20111,20101,20101,20101,20110,20120,20112,20110,20110,20111,20101,20120,20100,20101,20100,20100,20100,20100,20100,20100,20010,20010,20010,20022,20020,20022,20020,20200,20200,20200,20200,20021,20000,20120,20020,20010,20001,20000,20000,20020,20000,20022,20020,20000,20010,20110,20020,20020,20022,20100,20000,20000,20001,20000,20020,20011,20120,20020,20000,20010,20000,20001,20001,20002,20000,20020,20000,20001,20001,20000,20010,20000,20000,20000,20000,20000,20011,20000,20100,20020,20000,20000,20001,20100,20000,20020,20022,20010,20000,20202,20001,20100,20001,20000,20020
p1ler,20001,21001,20020,20220,20100,20001,20000,20001,20001,20001,20020,20000,20000,20000,20020,20010,20022,20020,21000,20010,20220,20220,20200,20000,20000,20120,20020,20000,20010,20000,20022,20100,20010,20000,20121,20021,20021,20001,20001,21001,20001,20002,20000,20010,20010,20000,20000,20000,20022,20000,20010,20120,20010,20120,20120,20220,20210,20010,20010,20022,20021,20010,20022,20020,20010,20000,20010,22220,22222,22020,22020,22022,22010,20020,20100,20200,20000,20000,20020,20020,20010,20010,20010,20120,20000,20100,20100,20100,20110,20100,20100,20100,20110,20120,20110,20110,20110,20110,20100,20120,20100,20100,20100,20100,20100,20100,20100,20100,20010,20010,20010,20020,20022,20020,20022,20200,20200,20200,20200,20020,20001,20120,20021,20011,20001,20001,20001,20020,20000,20020,20022,20000,20010,20110,20022,20022,20020,20101,20001,20001,20001,20001,20021,20011,20121,20021,20001,20011,20001,20001,20001,20001,20002,20021,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20011,20001,20100,20022,20000,20000,20000,20100,20000,20021,20021,20010,20000,20200,20000,20101,20000,20001,20020
p1nen,20000,21000,20022,20022,20000,20000,20000,20000,20000,20000,20022,20000,20000,20000,20022,20010,20020,20020,21000,20010,20022,20020,20000,20000,20200,20220,20222,20201,20211,20200,20020,20000,20010,20000,20020,20022,20020,20000,20000,21000,20000,20000,20000,20010,20010,20000,20000,20000,20020,20000,20010,20020,20010,20020,20020,20022,20010,20210,20211,20020,20022,20010,20020,20022,20010,20100,20010,22022,22020,22222,22022,22020,22010,20020,20000,20000,20200,20200,20022,20020,20010,20010,20010,20020,20000,20000,20000,20000,20110,20100,20100,20100,20010,20020,20012,20010,20010,20110,20100,20020,20000,20100,20000,20000,20000,20000,20000,20000,20010,20010,20010,20022,20020,20022,20020,20000,20000,20000,20000,20220,20000,20020,20020,20010,20100,20000,20000,20020,20000,20022,20020,20000,20010,20010,20020,20020,20022,20000,20000,20000,20100,20000,20020,20110,20020,20020,20000,20010,20000,20100,20100,20002,20000,20020,20000,20100,20100,20000,20010,20000,20000,20000,20000,20000,20110,20000,20000,20020,20000,20000,20200,20000,20000,20020,20022,20010,20000,20002,20200,20000,20200,20000,20020
p1pen,20000,21000,20022,20022,20000,20000,20100,20000,20000,20000,20022,20000,20000,20000,20022,20010,20020,20020,21000,20010,20022,20020,20000,20100,20001,20021,20022,20001,20011,20001,20220,20200,20210,20200,20020,20022,20020,20000,20000,21000,20000,20000,20000,20010,20010,20000,20000,20000,20020,20000,20010,20020,20010,20020,20020,20022,20010,20011,20011,20220,20022,20010,20020,20022,20010,20001,20110,22022,22020,22022,22222,22220,22210,20020,20000,20000,20001,20001,20022,20220,20010,20010,20010,20020,20000,20000,20000,20000,20011,20001,20001,20001,20010,20020,20012,20010,20110,20011,20001,20020,20100,20001,20000,20000,20000,20000,20000,20000,20010,20010,20010,20022,20020,20022,20020,20000,20000,20000,20000,20021,20000,20220,20020,20010,20001,20000,20000,20020,20000,20022,20020,20000,20010,20010,20020,20020,20022,20000,20000,20000,20001,20000,20020,20011,20020,20020,20000,20010,20000,20001,20001,20002,20000,20020,20000,20001,20001,20000,20010,20000,20000,20000,20000,20000,20011,20000,20000,20020,20000,20000,20001,20200,20200,20020,20022,20010,20000,20002,20001,20000,20001,20000,20020
p1per,20001,21001,20020,20020,20000,20001,20100,20001,20001,20001,20020,20000,20000,20000,20020,20010,20022,20020,21000,20010,20020,20020,20000,20100,20000,20020,20020,20000,20010,20000,20222,20200,20210,20200,20021,20021,20021,20001,20001,21001,20001,20002,20000,20010,20010,20000,20000,20000,20022,20000,20010,20020,20010,20020,20020,20020,20010,20010,20010,20222,20021,20010,20022,20020,20010,20000,20110,22020,22022,22020,22220,22222,22210,20020,20000,20000,20000,20000,20020,20220,20010,20010,20010,20020,20000,20000,20000,20000,20010,20000,20000,20000,20010,20020,20010,20010,20110,20010,20000,20020,20100,20000,20000,20000,20000,20000,20000,20000,20010,20010,20010,20020,20022,20020,20022,20000,20000,20000,20000,20020,20001,20220,20021,20011,20001,20001,20001,20020,20000,20020,20022,20000,20010,20010,20022,20022,20020,20001,20001,20001,20001,20001,20021,20011,20021,20021,20001,20011,20001,20001,20001,20001,20002,20021,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20011,20001,20000,20022,20000,20000,20000,20200,20200,20021,20021,20010,20000,20000,20000,20001,20000,20001,20020
p1pje,20000,21000,20001,20001,20000,20000,20100,20000,20000,20000,20001,20000,20000,20000,20001,20002,20001,20001,21000,20022,20001,20001,20000,20100,20000,20001,20001,20000,20002,20000,20201,20200,20222,20200,20001,20001,20001,20000,20000,21000,20000,20000,20020,20022,20002,20000,20000,20000,20001,20000,20002,20001,20001,20001,20001,20001,20001,20001,20001,20201,20001,20001,20001,20001,20001,20000,20101,22001,22001,22001,22201,22201,22222,20001,20000,20000,20000,20000,20001,20201,20002,20022,20002,20001,20000,20000,20000,20000,20002,20000,20000,20000,20001,20001,20001,20001,20101,20001,20000,20001,20100,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20000,20001,20000,20201,20001,20002,20000,20000,20000,20001,20000,20001,20001,20000,20022,20002,20001,20001,20001,20000,20000,20000,20000,20000,20001,20001,20001,20001,20000,20002,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20000,20001,20000,20000,20000,20200,20200,20002,20001,20002,20000,20000,20000,20000,20000,20000,20001
piket,20000,20000,20020,20020,20000,21000,20000,20000,20000,20002,20020,20002,20000,20000,20020,21010,20020,20020,20200,20210,20020,20022,20001,20000,20000,20020,20020,20000,20010,20001,20020,21000,20010,20000,20020,20020,20022,21000,20100,20001,20001,20000,20000,20010,20010,20001,20002,20001,20021,21001,20010,20020,21010,20020,20220,20020,20010,21010,20010,20020,20020,20011,20021,20020,21010,22000,22010,20020,20020,20020,20020,20020,20010,22222,22200,22000,22000,22000,22020,22022,22011,22011,22011,22020,22000,20000,20002,21000,20010,20100,20000,20002,20010,20022,21010,21012,20010,20010,21002,20020,20000,20000,21000,20000,20002,20001,21000,21000,20010,20010,20011,20020,20020,20220,20220,20100,21000,21000,20100,20020,20002,20020,20020,21010,20000,20001,20000,20020,20001,20021,20021,21001,20011,20010,20020,20020,20020,20000,20000,20002,20000,20000,20120,20012,21020,21020,21000,21010,21000,21000,21002,21000,21000,20020,20000,20100,20002,21000,20010,20000,20000,20000,21100,21000,20010,20001,20000,20020,21000,21002,20000,21000,20000,20020,20020,20011,20001,20000,22000,20100,21000,20000,21020
pikol,20010,20000,20000,20011,20011,21000,20000,20000,20000,20000,20000,20000,20010,20000,20000,21000,20000,20000,20200,20200,20001,20001,20001,20000,20000,20002,20000,20000,20000,20000,20000,21002,20000,20000,20002,20000,20000,21000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21010,20000,20002,21000,20002,20202,20001,20001,21000,20000,20000,20000,20010,20000,20000,21000,22010,22000,20001,20001,20000,20000,20000,20000,22200,22222,22001,22000,22000,22010,22000,22000,22000,22000,22002,22000,20001,20001,21001,20001,20101,20011,20001,20001,20001,21001,21001,20001,20001,21001,20011,20011,20011,21021,20021,20021,20011,21001,21001,20010,20010,20010,20010,20010,20210,20210,20111,21011,21011,20111,20010,20010,20012,20010,21010,20010,20010,20010,20010,20010,20010,20010,21010,20010,20011,20010,20010,20010,20002,20000,20000,20000,20000,20100,20000,21002,21000,21000,21000,21010,21000,21000,21020,21020,20010,20010,20110,20010,21020,20010,20010,20010,20010,21100,21000,20000,20000,20001,20000,21000,21000,20000,21002,20000,20000,20000,20000,20010,20021,22010,20101,21000,20000,21000
pilav,20010,20010,20010,20200,20100,21000,20010,20010,20010,20010,20010,20010,20010,20010,20010,21010,20010,20010,20010,20010,20210,20210,20210,20010,20010,20110,20010,20010,20010,20010,20010,21110,20010,20010,20110,20010,20010,21010,20010,20010,20010,20020,20010,20010,20010,20010,20020,20010,20010,21010,20010,20100,21000,20100,20100,20200,20200,21000,20000,20000,20000,20000,20000,20000,21000,22010,22010,20200,20200,20000,20000,20000,20000,22000,22100,22222,22020,22010,22000,22000,22000,22000,22000,22100,22010,20120,20120,21110,20110,20110,20110,20110,20100,20100,21100,21100,20100,20100,21100,20100,20100,20100,21100,20100,20100,20100,21100,21100,20010,20010,20000,20000,20000,20000,20000,20220,21200,21200,20210,20000,20000,20100,20000,21000,20000,20000,20000,20000,20020,20000,20000,21000,20000,20100,20001,20000,20000,20120,20020,20020,20010,20010,20000,20000,21100,21000,21010,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,21000,20001,20001,20000,20010,21000,21000,20000,20000,20110,20000,21000,21000,20000,21100,20000,20000,20000,20000,20000,20200,22000,20100,21010,20010,21000
pinas,20010,20012,20111,20100,20002,21002,20012,20010,20012,20010,20110,20010,20010,20010,20110,21010,20010,20012,20012,20010,20110,20010,20012,20010,20210,20210,20210,20210,20210,20210,20010,21010,20010,20010,20010,20110,20010,21010,20010,20010,20010,20021,20011,20011,20011,20011,20020,20010,20010,21010,20010,20000,21002,20000,20000,20100,20000,21202,20200,20000,20100,20001,20000,20100,21000,22110,22010,20100,20000,20200,20100,20000,20000,22000,22000,22020,22222,22210,22100,22000,22001,22000,22000,22000,22010,20020,20020,21010,20110,20110,20110,20110,20002,20000,21100,21000,20000,20102,21100,20000,20000,20102,21000,20002,20000,20002,21000,21002,20010,20010,20002,20100,20000,20100,20000,20020,21000,21002,20010,20200,20000,20000,20000,21000,20100,20000,20000,20002,20022,20100,20000,21000,20000,20000,20000,20000,20100,20020,20020,20020,20110,20010,20000,20100,21000,21000,21010,21000,21000,21102,21100,21100,21000,20000,20000,20100,20100,21000,20000,20000,20000,20010,21000,21000,20100,20002,20011,20000,21002,21001,20200,21000,20000,20000,20100,20001,20000,20100,22200,20000,21210,20010,21002
pinda,20001,20001,20101,20100,20000,21000,20001,20011,20001,20001,20101,20001,20021,20021,20111,21011,20001,20001,20001,20001,20101,20001,20001,20002,20222,20201,20201,20202,20201,20201,20001,21001,20001,20002,20001,20101,20001,21002,20002,20001,20001,20001,20002,20001,20001,20002,20001,20001,20001,21001,20001,20010,21010,20000,20000,20100,20000,21200,20200,20000,20100,20000,20000,20100,21000,22101,22002,20100,20000,20200,20100,20000,20000,22000,22000,22001,22201,22222,22100,22000,22000,22000,22000,22000,22002,20001,20001,21011,20101,20101,20101,20101,20000,20000,21100,21000,20000,20100,21100,20000,20000,20100,21000,20000,20000,20000,21000,21000,20002,20002,20000,20100,20000,20100,20000,20001,21000,21000,20002,20200,20000,20000,20000,21000,20100,20000,20000,20000,20001,20100,20000,21000,20000,20000,20000,20000,20100,20001,20001,20001,20101,20001,20000,20100,21000,21000,21002,21000,21000,21100,21100,21100,21000,20000,20000,20100,20100,21000,20000,20000,20000,20002,21000,21000,20100,20000,20001,20000,21000,21000,20200,21000,20000,20000,20100,20000,20000,20100,22200,20000,21201,20002,21000
